row_label_raw,row_label_full,1. Lợi nhuận trước thuế,01,226.178.681.868,219.147.220.613,numeric__01,numeric__226.178.681.868,numeric__219.147.220.613
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,,,,
Khấu hao tài sản cố định và BĐSĐT,2. Điều chỉnh cho các khoản > Khấu hao tài sản cố định và BĐSĐT,Khấu hao tài sản cố định và BĐSĐT,02,7.021.161.027,2.556.956.599,2.0,7021161027.0,2556956599.0
Các khoản dự phòng,2. Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,14.045.142.309,1.718.520.159,3.0,14045142309.0,1718520159.0
(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,2. Điều chỉnh cho các khoản > (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(3.390.811),40.901.163,4.0,-3390811.0,40901163.0
(Lãi)/lỗ từ hoạt động đầu tư,2. Điều chỉnh cho các khoản > (Lãi)/lỗ từ hoạt động đầu tư,(Lãi)/lỗ từ hoạt động đầu tư,05,(130.218.440.298),(91.088.400.412),5.0,-130218440298.0,-91088400412.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,117.023.154.095,132.375.198.122,8.0,117023154095.0,132375198122.0
(Tăng)/giảm các khoản phải thu,2. Điều chỉnh cho các khoản > (Tăng)/giảm các khoản phải thu,(Tăng)/giảm các khoản phải thu,09,(99.518.156.095),118.119.450.494,9.0,-99518156095.0,118119450494.0
(Tăng)/giảm hàng tồn kho,2. Điều chỉnh cho các khoản > (Tăng)/giảm hàng tồn kho,(Tăng)/giảm hàng tồn kho,10,(27.904.579.639),337.522.740.519,10.0,-27904579639.0,337522740519.0
"Tăng/(giảm) các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản > Tăng/(giảm) các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng/(giảm) các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(58.895.723.344),98.893.806.411,11.0,-58895723344.0,98893806411.0
Tăng/giảm chi phí trả trước,2. Điều chỉnh cho các khoản > Tăng/giảm chi phí trả trước,Tăng/giảm chi phí trả trước,12,5.512.467.017,(5.364.342.751),12.0,5512467017.0,-5364342751.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(31.767.007.794),(36.606.680.300),15.0,-31767007794.0,-36606680300.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(95.549.845.760),644.940.172.495,20.0,-95549845760.0,644940172495.0
