row_label_raw,row_label_full,1.Tiền mua lại cổ phiếu đã phát hành,32,-,(92.599.450.000),numeric__32,numeric__-,numeric__(92.599.450.000)
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,-,(92.599.450.000),40.0,,-92599450000.0
Lưu chuyển tiền thuần trong năm (50 = 20+30+40),Lưu chuyển tiền thuần trong năm (50 = 20+30+40),Lưu chuyển tiền thuần trong năm (50 = 20+30+40),50,33.576.991.244,(61.844.528.661),50.0,33576991244.0,-61844528661.0
Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,84.028.754.072,145.899.051.246,60.0,84028754072.0,145899051246.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(627.739),(25.768.513),61.0,-627739.0,-25768513.0
Tiền và tương đương tiền cuối năm (70 = 50+60+61),Tiền và tương đương tiền cuối năm (70 = 50+60+61),Tiền và tương đương tiền cuối năm (70 = 50+60+61),70,117.605.117.577,84.028.754.072,70.0,117605117577.0,84028754072.0
