row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
• Thu hồi các khoản nợ đã được xử lý rủi ro,Thu nhập từ hoạt động khác > • Thu hồi các khoản nợ đã được xử lý rủi ro,• Thu hồi các khoản nợ đã được xử lý rủi ro,15.726,201.646,15726.0,201646.0
• Lãi từ thanh lý tài sản cố định,Thu nhập từ hoạt động khác > • Lãi từ thanh lý tài sản cố định,• Lãi từ thanh lý tài sản cố định,1.037,9.152,1037.0,9152.0
• Thu khác,Thu nhập từ hoạt động khác > • Thu khác,• Thu khác,6.766,6.204,6766.0,6204.0
,,,23.529,217.002,23529.0,217002.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
• Chi phí quản lý nợ,Chi phí hoạt động khác > • Chi phí quản lý nợ,• Chi phí quản lý nợ,(358),-,-358.0,
• Chi phí khác,Chi phí hoạt động khác > • Chi phí khác,• Chi phí khác,(14.983),(7.598),-14983.0,-7598.0
,,,(15.341),(7.598),-15341.0,-7598.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,8.188,209.404,8188.0,209404.0
