row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,,
▪ Bằng VND,Tiền gửi không kỳ hạn của các TCTD khác > ▪ Bằng VND,▪ Bằng VND,9.048.287,7.840.876,9048287.0,7840876.0
Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,,
▪ Bằng VND (i),Tiền gửi có kỳ hạn của các TCTD khác > ▪ Bằng VND (i),▪ Bằng VND (i),2.235.000,4.352.000,2235000.0,4352000.0
▪ Bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,1.787.760,1.063.980,1787760.0,1063980.0
,,,13.071.047,13.256.856,13071047.0,13256856.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
▪ Bằng VND,Vay các TCTD khác > ▪ Bằng VND,▪ Bằng VND,1.361.896,5.483.738,1361896.0,5483738.0
Trong đó:- Thuê tài chính,Vay các TCTD khác > Trong đó:- Thuê tài chính,Trong đó:- Thuê tài chính,37.826,33.690,37826.0,33690.0
"- Vay cẩm cố, thế chấp (ii)","Vay các TCTD khác > - Vay cẩm cố, thế chấp (ii)","- Vay cẩm cố, thế chấp (ii)",1.324.069,5.250.048,1324069.0,5250048.0
▪ Bằng ngoại tệ,Vay các TCTD khác > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,1.189.352,347.057,1189352.0,347057.0
,,,2.551.248,5.830.795,2551248.0,5830795.0
,,,15.622.295,19.087.651,15622295.0,19087651.0
