row_label_raw,row_label_full,2,Cam kết giao dịch hối đoái Trong đó:,38,13.340.102,6.443.232,numeric__Cam kết giao dịch hối đoái Trong đó:,numeric__38,numeric__13.340.102,numeric__6.443.232
2,2,2,■ Cam kết giao dịch hoán đổi,,13.340.102,6.443.232,,,13340102.0,6443232.0
4,4,4,Cam kết trong nghiệp vụ L/C,38,932.115,1.222.571,,38.0,932115.0,1222571.0
5,5,5,Bảo lãnh khác,38,1.047.175,884.071,,38.0,1047175.0,884071.0
