row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2021 Triệu VND,2020 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__2021 Triệu VND,numeric__2020 Triệu VND
1,1,1,Thu nhập lãi và các khoản thu nhập tương tự,25,11.052.115,9.076.444,,25.0,11052115.0,9076444.0
2,2,2,Chi phí lãi và các chi phí tương tự,25,(6.791.357),(6.484.205),,25.0,-6791357.0,-6484205.0
I,I,I,Thu nhập lãi và các khoản thu nhập tương tự thuần,25,4.260.758,2.592.239,,25.0,4260758.0,2592239.0
3,3,3,Thu nhập từ hoạt động dịch vụ,26,280.534,209.948,,26.0,280534.0,209948.0
4,4,4,Chi phí hoạt động dịch vụ,26,(72.926),(92.600),,26.0,-72926.0,-92600.0
II,II,II,Lãi thuần từ hoạt động dịch vụ,26,207.608,117.348,,26.0,207608.0,117348.0
III,III,III,Lãi thuần từ hoạt động kinh doanh ngoại hối,27,45.872,46.329,,27.0,45872.0,46329.0
IV,IV,IV,Lãi thuần từ mua bán chứng khoán kinh doanh,28,-,12.120,,28.0,,12120.0
V,V,V,Lãi thuần từ mua bán chứng khoán đầu tư,29,272.811,195.997,,29.0,272811.0,195997.0
5,5,5,Thu nhập từ hoạt động khác,30,23.529,217.002,,30.0,23529.0,217002.0
6,6,6,Chi phí hoạt động khác,30,(15.341),(7.598),,30.0,-15341.0,-7598.0
VI,VI,VI,Lãi thuần từ hoạt động khác,30,8.188,209.404,,30.0,8188.0,209404.0
VII,VII,VII,"Thu nhập từ góp vốn, mua cổ phần",31,5.671,4.835,,31.0,5671.0,4835.0
VIII,VIII,VIII,Chi phí hoạt động,32,(2.223.410),(1.615.464),,32.0,-2223410.0,-1615464.0
IX,IX,IX,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,2.577.498,1.562.808,,,2577498.0,1562808.0
X,X,X,Chi phí dự phòng rủi ro tín dụng,33,(779.852),(558.209),,33.0,-779852.0,-558209.0
XI,XI,XI,Tổng lợi nhuận trước thuế,,1.797.646,1.004.599,,,1797646.0,1004599.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,34,(363.283),(204.935),,34.0,-363283.0,-204935.0
8,8,8,Chi phí thuế thu nhập doanh nghiệp hoãn lại,34,-,-,,34.0,,
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,34,(363.283),(204.935),,34.0,-363283.0,-204935.0
XIII,XIII,XIII,Lợi nhuận sau thuế,,1.434.363,799.664,,,1434363.0,799664.0
