row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,,
Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,17.770.233,11.893.543,17770233.0,11893543.0
Cho vay khách hàng – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,102.653.266,89.171.618,102653266.0,89171618.0
Chứng khoán nợ đầu tư sẵn sàng để bán – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Chứng khoán nợ đầu tư sẵn sàng để bán – gộp,Chứng khoán nợ đầu tư sẵn sàng để bán – gộp,9.990.857,7.131.959,9990857.0,7131959.0
Chứng khoán đầu tư giữ đến ngày đáo hạn – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Chứng khoán đầu tư giữ đến ngày đáo hạn – gộp,Chứng khoán đầu tư giữ đến ngày đáo hạn – gộp,13.173.557,13.150.962,13173557.0,13150962.0
Các tài sản tài chính khác – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Các tài sản tài chính khác – gộp,Các tài sản tài chính khác – gộp,3.455.436,6.796.659,3455436.0,6796659.0
,,,147.043.349,128.144.741,147043349.0,128144741.0
Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng,Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng,Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng,Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng,Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng,,
Bảo lãnh thanh toán,Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng > Bảo lãnh thanh toán,Bảo lãnh thanh toán,733.402,230.012,733402.0,230012.0
Bảo lãnh thực hiện hợp đồng,Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng > Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,180.059,376.739,180059.0,376739.0
Bảo lãnh dự thầu,Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng > Bảo lãnh dự thầu,Bảo lãnh dự thầu,12.114,19.915,12114.0,19915.0
Các bảo lãnh khác,Rủi ro tín dụng liên quan đến các khoản mục ngoại bằng > Các bảo lãnh khác,Các bảo lãnh khác,140.698,295.648,140698.0,295648.0
,,,1.066.273,922.314,1066273.0,922314.0
,,,148.109.622,129.067.055,148109622.0,129067055.0
