row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,1.692.755.934,16.499.097.859,1692755934.0,16499097859.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,338.551.187,3.299.819.572,338551187.0,3299819572.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Thay đổi dự phòng nợ phải thu khó đòi,Các khoản điều chỉnh: > Thay đổi dự phòng nợ phải thu khó đòi,Thay đổi dự phòng nợ phải thu khó đòi,32.118.253.984,(11.383.722.986),32118253984.0,-11383722986.0
Lỗ thuế chưa ghi nhận tài sản thuế thu nhập hoãn lại,Các khoản điều chỉnh: > Lỗ thuế chưa ghi nhận tài sản thuế thu nhập hoãn lại,Lỗ thuế chưa ghi nhận tài sản thuế thu nhập hoãn lại,9.051.046.799,36.431.312.081,9051046799.0,36431312081.0
Chi phí lãi vay,Các khoản điều chỉnh: > Chi phí lãi vay,Chi phí lãi vay,6.209.012.999,21.668.724.658,6209012999.0,21668724658.0
Chi phí phải trả,Các khoản điều chỉnh: > Chi phí phải trả,Chi phí phải trả,2.968.215.444,2.968.215.444,2968215444.0,2968215444.0
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,2.373.864.343,4.687.875.014,2373864343.0,4687875014.0
"Phần lỗ trong công ty liên doanh, liên kết","Các khoản điều chỉnh: > Phần lỗ trong công ty liên doanh, liên kết","Phần lỗ trong công ty liên doanh, liên kết",357.404.355,859.663.681,357404355.0,859663681.0
Khấu hao tài sản cố định ngưng sử dụng,Các khoản điều chỉnh: > Khấu hao tài sản cố định ngưng sử dụng,Khấu hao tài sản cố định ngưng sử dụng,-,80.002.225,,80002225.0
Trích bổ sung thuế TNDN các kỳ trước,Các khoản điều chỉnh: > Trích bổ sung thuế TNDN các kỳ trước,Trích bổ sung thuế TNDN các kỳ trước,-,40.077.719,,40077719.0
Thuế TNDN được giảm theo NQ số 92/2021/NĐ-CP (*),Các khoản điều chỉnh: > Thuế TNDN được giảm theo NQ số 92/2021/NĐ-CP (*),Thuế TNDN được giảm theo NQ số 92/2021/NĐ-CP (*),(11.013.033),(870.915.459),-11013033.0,-870915459.0
Lợi nhuận chưa thực hiện,Các khoản điều chỉnh: > Lợi nhuận chưa thực hiện,Lợi nhuận chưa thực hiện,(54.157.127),(116.624.178),-54157127.0,-116624178.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(4.584.185.584),(108.478.621),-4584185584.0,-108478621.0
Lỗ do giải thể công ty con,Các khoản điều chỉnh: > Lỗ do giải thể công ty con,Lỗ do giải thể công ty con,(9.352.171.086),(2.830.398.447),-9352171086.0,-2830398447.0
Thay đổi dự phòng giảm giá hàng tồn kho,Các khoản điều chỉnh: > Thay đổi dự phòng giảm giá hàng tồn kho,Thay đổi dự phòng giảm giá hàng tồn kho,(40.646.612.385),(53.173.905.107),-40646612385.0,-53173905107.0
Khác,Các khoản điều chỉnh: > Khác,Khác,412.767.051,(3.165.420.959),412767051.0,-3165420959.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,(819.023.053),(1.613.775.363),-819023053.0,-1613775363.0
