row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"Phát hành cổ phiếu, góp vốn của cổ đông không kiểm soát",25.1,594 657 630 000,29.400 000 000,,251.0,,
32,32,32,Tiền thu từ tái phát hành cổ phiếu quỹ,25.1,21 563 000 000,51.205 898 596,,251.0,,
33,33,33,Tiền thu từ đi vay,24,87 656 320 000,50 559 400 000,,24.0,,
34,34,34,Tiền chỉ trả nợ gốc vay,24,(191 875 500 000),(37 525 207 188),,24.0,,
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,512.001.450.000,93.640.091.408,,,512001450000.0,93640091408.0
50,50,50,Lưu chuyển tiền và tương đương tiền thuần trong năm,,167.692.598.667,(5.205.380.164),,,167692598667.0,-5205380164.0
60,60,60,Tiền và tương đương tiền đầu năm,,76.229.856.308,81.855.170.472,,,76229856308.0,81855170472.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(184.973 292),(419 934 000),,,,
70,61 > 70,70,Tiền và tương đương tiền cuối năm,5,243.737.481.683,76.229.856.308,,5.0,243737481683.0,76229856308.0
