row_label_raw,row_label_full,Quá hạn thanh toán từ 6 tháng đến dưới 1 năm > Quá hạn thanh toán từ 1 năm đến dưới 2 năm > Quá hạn thanh toán từ 2 năm đến dưới 3 năm > Quá hạn thanh toán từ 3 năm trở lên,Số cuối năm > Giá gốc > 1.226.136.733 > 642.847.000 > - > 2.061.359.162,Số cuối năm > Dự phòng > (367.841.020) > (321.423.500) > - > (2.061.359.162),Số cuối năm > Giá trị có thể thu hồi ước tính > 858.295.713 > 321.423.500 > -,Số đầu năm > Giá gốc > 854.424.424 > 804.471.328 > 2.150.550.394 > 1.993.426.365,Số đầu năm > Dự phòng > (256.327.327) > (402.235.664) > (1.505.385.276) > (1.993.426.365),Số đầu năm > Giá trị có thể thu hồi ước tính > 598.097.097 > 402.235.664 > 645.165.118 > -,numeric__Số cuối năm > Giá gốc > 1.226.136.733 > 642.847.000 > - > 2.061.359.162,numeric__Số cuối năm > Dự phòng > (367.841.020) > (321.423.500) > - > (2.061.359.162),numeric__Số cuối năm > Giá trị có thể thu hồi ước tính > 858.295.713 > 321.423.500 > -,numeric__Số đầu năm > Giá gốc > 854.424.424 > 804.471.328 > 2.150.550.394 > 1.993.426.365,numeric__Số đầu năm > Dự phòng > (256.327.327) > (402.235.664) > (1.505.385.276) > (1.993.426.365),numeric__Số đầu năm > Giá trị có thể thu hồi ước tính > 598.097.097 > 402.235.664 > 645.165.118 > -
Khả năng thu hồi thấp,Khả năng thu hồi thấp,Khả năng thu hồi thấp,444.616.390.139,(444.616.390.139),-,404.105.441.163,(404.105.441.163),-,444616390139.0,-444616390139.0,,404105441163.0,-404105441163.0,
- Công ty TNHH Thương mại và Xây dựng DLC,- Công ty TNHH Thương mại và Xây dựng DLC,- Công ty TNHH Thương mại và Xây dựng DLC,49.203.991.297,(49.203.991.297),-,49.203.991.297,(49.203.991.297),-,49203991297.0,-49203991297.0,,49203991297.0,-49203991297.0,
- Khác,- Khác,- Khác,395.412.398.842,(395.412.398.842),-,354.901.449.866,(354.901.449.866),-,395412398842.0,-395412398842.0,,354901449866.0,-354901449866.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,448.546.733.034,(447.367.013.821),1.179.719.213,409.908.313.674,(408.262.815.795),1.645.497.879,448546733034.0,-447367013821.0,1179719213.0,409908313674.0,-408262815795.0,1645497879.0
