row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,598.382.717.358,(54.621.992.731),616.716.632.641,(210.401.202.614),598382717358.0,-54621992731.0,616716632641.0,-210401202614.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",2.946.168.857,(72.774.586),3.306.119.823,(534.077.558),2946168857.0,-72774586.0,3306119823.0,-534077558.0
Chi phí sân xuất kinh doanh dở dang,Chi phí sân xuất kinh doanh dở dang,Chi phí sân xuất kinh doanh dở dang,333.406.538.585,(149.122.384.255),382.695.484.295,(158.213.474.786),333406538585.0,-149122384255.0,382695484295.0,-158213474786.0
Chi phí dở dang hàng sân xuất,Chi phí dở dang hàng sân xuất,Chi phí dở dang hàng sân xuất,256.361.867.268,(143.883.536.288),253.904.300.637,(150.238.441.667),256361867268.0,-143883536288.0,253904300637.0,-150238441667.0
Chi phí trồng rừng,Chi phí trồng rừng,Chi phí trồng rừng,7.727.971.194,-,106.110.106.486,(6.676.761.584),7727971194.0,,106110106486.0,-6676761584.0
Chi phí dở dang công trình lắp đặt,Chi phí dở dang công trình lắp đặt,Chi phí dở dang công trình lắp đặt,69.316.700.123,(5.238.847.967),22.681.077.172,(1.298.271.535),69316700123.0,-5238847967.0,22681077172.0,-1298271535.0
Thành phẩm,Thành phẩm,Thành phẩm,217.465.716.947,(20.500.551.745),192.689.935.945,(55.016.500.744),217465716947.0,-20500551745.0,192689935945.0,-55016500744.0
Hàng hóa,Hàng hóa,Hàng hóa,5.736.172.641,(34.400.000),14.338.900.439,(3.419.909.539),5736172641.0,-34400000.0,14338900439.0,-3419909539.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.157.937.314.388,(224.352.103.317),1.209.747.073.143,(427.585.165.241),1157937314388.0,-224352103317.0,1209747073143.0,-427585165241.0
