row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,16.086.550.228,14.304.633.051,16086550228.0,14304633051.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",14.258.689.191,12.985.819.057,14258689191.0,12985819057.0
Chi phí bảo hiểm,Chi phí bảo hiểm,Chi phí bảo hiểm,699.624.713,535.066.743,699624713.0,535066743.0
Khác,Khác,Khác,1.128.236.324,783.747.251,1128236324.0,783747251.0
Dài hạn,Dài hạn,Dài hạn,71.332.814.926,33.278.272.964,71332814926.0,33278272964.0
Chi phí thuê đất (*),Chi phí thuê đất (*),Chi phí thuê đất (*),50.634.361.794,16.296.798.104,50634361794.0,16296798104.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",17.778.957.047,14.065.957.405,17778957047.0,14065957405.0
Khác,Khác,Khác,2.919.496.085,2.915.517.455,2919496085.0,2915517455.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,87.419.365.154,47.582.906.015,87419365154.0,47582906015.0
