row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu các bên khác,Phải thu các bên khác,Phải thu các bên khác,566.573.207.772,457.972.359.309,566573207772.0,457972359309.0
"- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.",64.874.410.500,64.874.410.500,64874410500.0,64874410500.0
- Pier 1 imports (U.S.) Inl,- Pier 1 imports (U.S.) Inl,- Pier 1 imports (U.S.) Inl,56.538.863.457,56.538.863.457,56538863457.0,56538863457.0
- GME - Sanitaires Et Materiaux - Lapeyre,- GME - Sanitaires Et Materiaux - Lapeyre,- GME - Sanitaires Et Materiaux - Lapeyre,53.068.668.227,53.068.668.227,53068668227.0,53068668227.0
"- The TJX Companies, Inc.","- The TJX Companies, Inc.","- The TJX Companies, Inc.",8.594.565.794,13.649.699.680,8594565794.0,13649699680.0
- Khác,- Khác,- Khác,383.496.699.794,269.840.717.445,383496699794.0,269840717445.0
Phải thu các bên liên quan (TM số 33),Phải thu các bên liên quan (TM số 33),Phải thu các bên liên quan (TM số 33),4.493.160.265,34.807.699.848,4493160265.0,34807699848.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,571.066.368.037,492.780.059.157,571066368037.0,492780059157.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,(316.353.792.393),(308.141.037.386),-316353792393.0,-308141037386.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,254.712.575.644,184.639.021.771,254712575644.0,184639021771.0
