row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty TNHHMTVThương mạiĐồng Tâm,Công ty TNHHMTVThương mạiĐồng Tâm,Công ty TNHHMTVThương mạiĐồng Tâm,Cổ đông lớn,Bán hàngMua hàngCho thuê xe,13.956.476.8945.459.683.764870.000.000,144.961.599.62616.003.725.7681.871.338.462,,,1.3956476894545969e+29,1.4496159962616004e+32
Công ty Cổ phần ĐồngTâm Dotalia,Công ty Cổ phần ĐồngTâm Dotalia,Công ty Cổ phần ĐồngTâm Dotalia,Công tycùng tập đoànvới cổ đông lớn,Bán hàng,4.084.691.150,-,,,4084691150.0,
Công ty TNHH Trồngrừng Trường Thành OJI,Công ty TNHH Trồngrừng Trường Thành OJI,Công ty TNHH Trồngrừng Trường Thành OJI,Công tyliên doanh,Lãi cho vay,1.227.186.689,1.772.917.989,,,1227186689.0,1772917989.0
Công ty Cổ phầnĐồng Tâm,Công ty Cổ phầnĐồng Tâm,Công ty Cổ phầnĐồng Tâm,Công ty mẹ củacổ đông lớn,Mua hàngCho thuê xe,355.000.000,120.000.000120.000.000,,,355000000.0,1.2000000012e+17
