row_label_raw,row_label_full,col_0,"Máy móc,thiết bị",Phương tiệnvận tải,"Thiết bị,dụng cụ quản lý",Tổng,"numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,"numeric__Thiết bị,dụng cụ quản lý",numeric__Tổng
,,,VND,VND,VND,VND,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,324.955.670.155,24.105.526.838,202.860.000,349.264.056.993,324955670155.0,24105526838.0,202860000.0,349264056993.0
Thuê tài chính trong năm,NGUYÊN GIÁ > Thuê tài chính trong năm,Thuê tài chính trong năm,55.796.714.873,2.623.907.407,-,58.420.622.280,55796714873.0,2623907407.0,,58420622280.0
Mua lại tài sản cố định thuê tài chính,NGUYÊN GIÁ > Mua lại tài sản cố định thuê tài chính,Mua lại tài sản cố định thuê tài chính,-,30.998.600,-,30.998.600,,30998600.0,,30998600.0
Chuyển sang tài sản cố định hữu hình,NGUYÊN GIÁ > Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(62.198.757.186),(9.927.786.780),-,(72.126.543.966),-62198757186.0,-9927786780.0,,-72126543966.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,318.553.627.842,16.832.646.065,202.860.000,335.589.133.907,318553627842.0,16832646065.0,202860000.0,335589133907.0
GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,GIÁ TRI HAO MÒN LỦY KẾ,,,,
Số dư đầu năm,GIÁ TRI HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,91.615.366.387,9.722.878.459,97.807.500,101.436.052.346,91615366387.0,9722878459.0,97807500.0,101436052346.0
Khấu hao trong năm,GIÁ TRI HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,54.113.633.481,3.653.606.711,43.470.000,57.810.710.192,54113633481.0,3653606711.0,43470000.0,57810710192.0
Chuyển sang tài sản cố định hữu hình,GIÁ TRI HAO MÒN LỦY KẾ > Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(33.486.604.954),(6.751.042.382),-,(40.237.647.336),-33486604954.0,-6751042382.0,,-40237647336.0
Số dư cuối năm,GIÁ TRI HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,112.242.394.914,6.625.442.788,141.277.500,119.009.115.202,112242394914.0,6625442788.0,141277500.0,119009115202.0
GIÁ TRI CÒN LAI,GIÁ TRI CÒN LAI,GIÁ TRI CÒN LAI,GIÁ TRI CÒN LAI,GIÁ TRI CÒN LAI,GIÁ TRI CÒN LAI,GIÁ TRI CÒN LAI,,,,
Tại ngày đầu năm,GIÁ TRI CÒN LAI > Tại ngày đầu năm,Tại ngày đầu năm,233.340.303.768,14.382.648.379,105.052.500,247.828.004.647,233340303768.0,14382648379.0,105052500.0,247828004647.0
Tại ngày cuối năm,GIÁ TRI CÒN LAI > Tại ngày cuối năm,Tại ngày cuối năm,206.311.232.928,10.207.203.277,61.582.500,216.580.018.705,206311232928.0,10207203277.0,61582500.0,216580018705.0
