row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cố phiếu, nhận vốn góp của chủ sở hữu",31,-,294.050.000.000,,31.0,,294050000000.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,8.566.767.411.410,9.032.868.142.216,,33.0,8566767411410.0,9032868142216.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(8.820.166.543.735),(7.454.810.560.815),,34.0,-8820166543735.0,-7454810560815.0
4.,III. > 4.,4.,Tiền trả nợ gốc thuê tài chính,35,(69.177.146.676),(59.842.945.814),,35.0,-69177146676.0,-59842945814.0
5.,III. > 5.,5.,"Cố tức, lợi nhuận đã trả cho chủ sở hữu",36,(669.291.644.630),(930.641.908.306),,36.0,-669291644630.0,-930641908306.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(991.867.923.631),881.622.727.281,,40.0,-991867923631.0,881622727281.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,1.014.627.709.199,(180.390.165.234),,50.0,1014627709199.0,-180390165234.0
,,,Tiền và tương đương tiền đầu năm,60,1.841.653.234.658,2.018.744.609.826,,60.0,1841653234658.0,2018744609826.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,3.841.666.522,3.298.790.066,,61.0,3841666522.0,3298790066.0
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,2.860.122.610.379,1.841.653.234.658,,70.0,2860122610379.0,1841653234658.0
