row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÀNG CÂN ĐỘI KẾ TOÁN HỢP NHẤT,BÀNG CÂN ĐỘI KẾ TOÁN HỢP NHẤT,BÀNG CÂN ĐỘI KẾ TOÁN HỢP NHẤT,5 - 8,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÀNG CÂN ĐỘI KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,9,9.0
BÁO CÁO LUU CHUYỀN TIÊN TỆ HỢP NHẤT,BÁO CÁO LUU CHUYỀN TIÊN TỆ HỢP NHẤT,BÁO CÁO LUU CHUYỀN TIÊN TỆ HỢP NHẤT,10 - 11,
THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,12 - 63,
