row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại,,
Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,a. Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,-,2.098.799.999,,2098799999.0
Tài sản thuế thu nhập hoãn lại liên quan đến khoản lợi nhuận chưa thực hiện,a. Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại liên quan đến khoản lợi nhuận chưa thực hiện,Tài sản thuế thu nhập hoãn lại liên quan đến khoản lợi nhuận chưa thực hiện,11.622.511.554,13.484.076.472,11622511554.0,13484076472.0
Tài sản thuế thu nhập hoãn lại,a. Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,11.622.511.554,15.582.876.471,11622511554.0,15582876471.0
b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,,
Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch do hợp nhất kinh doanh,b. Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch do hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch do hợp nhất kinh doanh,43.507.518.139,44.320.618.078,43507518139.0,44320618078.0
Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,b. Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,143.808.899.270,116.197.963.611,143808899270.0,116197963611.0
Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,187.316.417.409,160.518.581.689,187316417409.0,160518581689.0
,,,Năm nay,Năm trước,,
,,,VND,VND,,
c. Chi phí thuế thu nhập hoãn lại,c. Chi phí thuế thu nhập hoãn lại,c. Chi phí thuế thu nhập hoãn lại,c. Chi phí thuế thu nhập hoãn lại,c. Chi phí thuế thu nhập hoãn lại,,
Phát sinh từ các khoản lợi nhuận chưa thực hiện,c. Chi phí thuế thu nhập hoãn lại > Phát sinh từ các khoản lợi nhuận chưa thực hiện,Phát sinh từ các khoản lợi nhuận chưa thực hiện,1.861.564.918,(2.254.367.060),1861564918.0,-2254367060.0
Phát sinh từ các khoản chênh lệch do hợp nhất kinh doanh,c. Chi phí thuế thu nhập hoãn lại > Phát sinh từ các khoản chênh lệch do hợp nhất kinh doanh,Phát sinh từ các khoản chênh lệch do hợp nhất kinh doanh,(813.099.939),(814.273.567),-813099939.0,-814273567.0
Phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,c. Chi phí thuế thu nhập hoãn lại > Phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,Phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,29.709.735.660,17.565.628.657,29709735660.0,17565628657.0
Chi phí thuế thu nhập hoãn lại,c. Chi phí thuế thu nhập hoãn lại > Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,30.758.200.639,14.496.988.030,30758200639.0,14496988030.0
