row_label_raw,row_label_full,col_0,Trường hợp doanh thu được ghi nhận một lần tại thời điểm bàn giao đất,Trường hợp doanh thu được phân bổ trong thời hạn thuê đất,Chênh lệch,numeric__Trường hợp doanh thu được ghi nhận một lần tại thời điểm bàn giao đất,numeric__Trường hợp doanh thu được phân bổ trong thời hạn thuê đất,numeric__Chênh lệch
,,,VND,VND,VND,,,
Doanh thu từ dịch vụ cho thuê bất động sản và đất đã phát triển hạ tầng,Doanh thu từ dịch vụ cho thuê bất động sản và đất đã phát triển hạ tầng,Doanh thu từ dịch vụ cho thuê bất động sản và đất đã phát triển hạ tầng,3.232.418.089.351,47.373.653.019,3.185.044.436.332,3232418089351.0,47373653019.0,3185044436332.0
Giá vốn cho thuê bất động sản và đất đã phát triển hạ tầng,Giá vốn cho thuê bất động sản và đất đã phát triển hạ tầng,Giá vốn cho thuê bất động sản và đất đã phát triển hạ tầng,1.559.377.519.243,23.926.180.086,1.535.451.339.157,1559377519243.0,23926180086.0,1535451339157.0
Lợi nhuận góp về dịch vụ cho thuê bất động sản và đất đã phát triển hạ tầng,Lợi nhuận góp về dịch vụ cho thuê bất động sản và đất đã phát triển hạ tầng,Lợi nhuận góp về dịch vụ cho thuê bất động sản và đất đã phát triển hạ tầng,1.673.040.570.108,23.447.472.933,1.649.593.097.175,1673040570108.0,23447472933.0,1649593097175.0
