row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,,7.290.000.000,7.179.545.455,,7290000000.0,7179545455.0
Ông Nguyễn Văn Tuân,Ông Nguyễn Văn Tuân,Ông Nguyễn Văn Tuân,Chủ tịch,1.458.000.000,1.458.000.000,,1458000000.0,1458000000.0
Ông Trần Ngọc Anh,Ông Trần Ngọc Anh,Ông Trần Ngọc Anh,Thành viên kiểm Phó Tổng Giám đốc,1.458.000.000,1.458.000.000,,1458000000.0,1458000000.0
Ông Nguyễn Trọng Hiền,Ông Nguyễn Trọng Hiền,Ông Nguyễn Trọng Hiền,Thành viên,1.458.000.000,1.458.000.000,,1458000000.0,1458000000.0
Ông Lê Bá Thọ,Ông Lê Bá Thọ,Ông Lê Bá Thọ,Thành viên,1.458.000.000,1.406.454.545,,1458000000.0,1406454545.0
Bà Trần Thị Minh Loan,Bà Trần Thị Minh Loan,Bà Trần Thị Minh Loan,Thành viên kiểm Phó Tổng Giám đốc từ ngày 05 tháng 7 năm 2024,1.458.000.000,1.347.545.455,,1458000000.0,1347545455.0
Bà Đỗ Thị Phương Lan,Bà Đỗ Thị Phương Lan,Bà Đỗ Thị Phương Lan,Thành viên miễn nhiệm từ ngày 26 tháng 4 năm 2022,-,51.545.455,,,51545455.0
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,,6.675.878.436,8.017.921.442,,6675878436.0,8017921442.0
Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,Tổng Giám đốc,1.458.000.000,1.618.110.000,,1458000000.0,1618110000.0
Ông Trần Ngọc Anh,Ông Trần Ngọc Anh,Ông Trần Ngọc Anh,Phó Tổng Giám đốc,244.800.000,240.975.000,,244800000.0,240975000.0
Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,Phó Tổng Giám đốc miễn nhiệm từ ngày 01 tháng 8 năm 2024,900.706.364,1.605.920.455,,900706364.0,1605920455.0
Ông Hoàng Kim Bồng,Ông Hoàng Kim Bồng,Ông Hoàng Kim Bồng,Phó Tổng Giám đốc miễn nhiệm từ ngày 01 tháng 7 năm 2024,902.404.173,1.378.403.936,,902404173.0,1378403936.0
Ông Lương Thanh Tùng,Ông Lương Thanh Tùng,Ông Lương Thanh Tùng,Phó Tổng Giám đốc,1.621.800.000,1.601.250.992,,1621800000.0,1601250992.0
Ông Nguyễn Minh Khoa,Ông Nguyễn Minh Khoa,Ông Nguyễn Minh Khoa,Phó Tổng Giám đốc (chi tại Văn phòng Tổng Công ty),317.478.369,797.409.919,,317478369.0,797409919.0
Ông Quách Hữu Thuận,Ông Quách Hữu Thuận,Ông Quách Hữu Thuận,Phó Tổng Giám đốc (chi tại Văn phòng Tổng Công ty),985.889.530,775.851.140,,985889530.0,775851140.0
Bà Trần Thị Minh Loan,Bà Trần Thị Minh Loan,Bà Trần Thị Minh Loan,Phó Tổng Giám đốc,244.800.000,-,,244800000.0,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,,3.106.105.173,3.107.274.892,,3106105173.0,3107274892.0
Ông Trần Mạnh Hữu,Ông Trần Mạnh Hữu,Ông Trần Mạnh Hữu,Trường ban,1.251.045.000,1.251.045.000,,1251045000.0,1251045000.0
Bà Nguyễn Thị Cẩm Vân,Bà Nguyễn Thị Cẩm Vân,Bà Nguyễn Thị Cẩm Vân,Thành viên,929.009.731,960.292.793,,929009731.0,960292793.0
Bà Nguyễn Thị Thẩm,Bà Nguyễn Thị Thẩm,Bà Nguyễn Thị Thẩm,Thành viên,926.050.442,835.132.554,,926050442.0,835132554.0
Bà Nguyễn Thị Thanh Yến,Bà Nguyễn Thị Thanh Yến,Bà Nguyễn Thị Thanh Yến,Thành viên miễn nhiệm từ ngày 26 tháng 4 năm 2022,-,60.804.545,,,60804545.0
