row_label_raw,row_label_full,col_0,CHÌ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.630.325.650.110,1.601.938.537.417,,1.0,1630325650110.0,1601938537417.0
2.,I. > 2.,2.,"Điều chỉnh cho các khoản:Khấu hao tài sản cố định và bắt động sản đầu tư, hao mòn tài sản cố định vô hìnhCác khoản dự phòng",02,1.950.910.301.692,3.055.912.469.293,,2.0,1950910301692.0,3055912469293.0
2.,I. > 2.,2.,"Điều chỉnh cho các khoản:Khấu hao tài sản cố định và bắt động sản đầu tư, hao mòn tài sản cố định vô hìnhCác khoản dự phòng",03,(69.242.290.687),68.804.526.540,,3.0,-69242290687.0,68804526540.0
2.,I. > 2.,2.,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,5.527.098.754,(3.418.860.277),,4.0,5527098754.0,-3418860277.0
2.,I. > 2.,2.,Lỗ/(lãi) từ hoạt động đầu tư,05,20.742.681.106,(12.256.413.073),,5.0,20742681106.0,-12256413073.0
2.,I. > 2.,2.,Chi phí lãi vay,06,268.896.807.699,348.457.380.117,,6.0,268896807699.0,348457380117.0
2.,I. > 2.,2.,Các khoản điều chỉnh khác,07,40.000.000.000,100.000.000.000,,7.0,40000000000.0,100000000000.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,3.847.160.248.674,5.159.437.640.017,,8.0,3847160248674.0,5159437640017.0
3.,I. > 3.,3.,Thay đổi các khoản phải thu,09,92.235.268.512,(128.672.575.794),,9.0,92235268512.0,-128672575794.0
3.,I. > 3.,3.,Thay đổi hàng tồn kho,10,463.954.799.324,(588.046.621.524),,10.0,463954799324.0,-588046621524.0
3.,I. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,649.308.331.049,(1.081.213.723.809),,11.0,649308331049.0,-1081213723809.0
3.,I. > 3.,3.,Thay đổi chi phí trả trước,12,63.667.583.952,16.815.470.574,,12.0,63667583952.0,16815470574.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,(274.962.628.416),(350.433.415.430),,14.0,-274962628416.0,-350433415430.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(426.855.511.540),(248.357.437.833),,15.0,-426855511540.0,-248357437833.0
3.,I. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(118.846.220.665),(75.857.613.678),,17.0,-118846220665.0,-75857613678.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,4.295.661.870.890,2.703.671.722.523,,20.0,4295661870890.0,2703671722523.0
II.,II.,II.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(2.534.097.162.999),(3.569.292.880.271),,21.0,-2534097162999.0,-3569292880271.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,336.075.000,1.972.133.962,,22.0,336075000.0,1972133962.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(938.350.295.765),(536.631.907.006),,23.0,-938350295765.0,-536631907006.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,1.131.554.476.684,39.300.000.000,,24.0,1131554476684.0,39300000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,-,(57.242.361.262),,25.0,,-57242361262.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,-,44.742.361.262,,26.0,,44742361262.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,51.390.669.020,311.468.038.277,,27.0,51390669020.0,311468038277.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(2.289.166.238.060),(3.765.684.615.038),,30.0,-2289166238060.0,-3765684615038.0
