row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụ vàdụng cụVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụ vàdụng cụVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,142.144.458.628,32.515.253.006,174.659.711.634,142144458628.0,32515253006.0,174659711634.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,47.265.764.404,47.265.764.404,,47265764404.0,47265764404.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,23.281.022.680,23.281.022.680,,23281022680.0,23281022680.0
Phân loại lại sang tài sản cố định vô hình,Phân loại lại sang tài sản cố định vô hình,Phân loại lại sang tài sản cố định vô hình,(97.608.400.513),-,(97.608.400.513),-97608400513.0,,-97608400513.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(3.234.821.556),(35.797.147.751),(39.031.969.307),-3234821556.0,-35797147751.0,-39031969307.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,41.301.236.559,67.264.892.339,108.566.128.898,41301236559.0,67264892339.0,108566128898.0
