row_label_raw,row_label_full,Đầu tư góp vốn vào đơn vị khác > Ngày 31 tháng 12 năm 2018,Đầu tư góp vốn vào đơn vị khác > Địa chỉ,Đầu tư góp vốn vào đơn vị khác > %sở hữu,Đầu tư góp vốn vào đơn vị khác > % quyềnbiểu quyết,Đầu tư góp vốn vào đơn vị khác > Giá gốcVND,Đầu tư góp vốn vào đơn vị khác > Giá trị hợp lýVND,numeric__Đầu tư góp vốn vào đơn vị khác > Địa chỉ,numeric__Đầu tư góp vốn vào đơn vị khác > %sở hữu,numeric__Đầu tư góp vốn vào đơn vị khác > % quyềnbiểu quyết,numeric__Đầu tư góp vốn vào đơn vị khác > Giá gốcVND,numeric__Đầu tư góp vốn vào đơn vị khác > Giá trị hợp lýVND
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,,,,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,"Thành phố Hồ Chí Minh,Việt NamTỉnh Hậu Giang, Việt Nam","49,00%41,00%","49,00%49,00%",6.170.960.431101.800.498.190,(*) (*),,,,6.1709604311018e+21,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,"Thành phố Hồ Chí Minh,Việt NamTỉnh Hậu Giang, Việt Nam","49,00%41,00%","49,00%49,00%",6.170.960.431101.800.498.190,(*) (*),,,,6.1709604311018e+21,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi Trồng Thủy SảnMinh Phú Aquamekong▪ Công ty Cổ phần Mekong Logistics,"Thành phố Hồ Chí Minh,Việt NamTỉnh Hậu Giang, Việt Nam","49,00%41,00%","49,00%49,00%",107.971.458.621,(*) (*),,,,107971458621.0,
Các công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,Công ty liên kết > Các công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,Các công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,"Tỉnh Cà Mau, Việt Nam","10,00%","10,00%",7.000.000.000,(*),,0.1,0.1,7000000000.0,
