row_label_raw,row_label_full,Tiền vay và trái phiếu nhận được,33,col_2,14.252.329.702.013,15.336.837.302.041,numeric__33,numeric__col_2,numeric__14.252.329.702.013,numeric__15.336.837.302.041
Tiền chỉ trả nợ gốc vay và mua lại trái phiếu,Tiền chỉ trả nợ gốc vay và mua lại trái phiếu,Tiền chỉ trả nợ gốc vay và mua lại trái phiếu,34,,(15.198.888.065.744),(15.121.605.870.913),34.0,,-15198888065744.0,-15121605870913.0
Tiền trả cổ tức,Tiền trả cổ tức,Tiền trả cổ tức,35,,(74.390.775.000),(5.020.368.405),35.0,,-74390775000.0,-5020368405.0
Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,,(1.020.949.138.731),210.211.062.723,40.0,,-1020949138731.0,210211062723.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,(1.340.762.295.601),251.804.757.523,50.0,,-1340762295601.0,251804757523.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,1.785.115.577.774,1.532.279.347.669,60.0,,1785115577774.0,1532279347669.0
Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,61,,3.336.146.832,1.031.472.582,61.0,,3336146832.0,1031472582.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,5,447.689.429.005,1.785.115.577.774,70.0,5.0,447689429005.0,1785115577774.0
