row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Thành phẩm đã bán,Tổng doanh thu > ▪ Thành phẩm đã bán,▪ Thành phẩm đã bán,14.508.003.463.672,13.656.892.624.518,14508003463672.0,13656892624518.0
▪ Hàng hóa đã bán,Tổng doanh thu > ▪ Hàng hóa đã bán,▪ Hàng hóa đã bán,2.485.543.841.223,2.066.074.968.370,2485543841223.0,2066074968370.0
▪ Phế liệu đã bán,Tổng doanh thu > ▪ Phế liệu đã bán,▪ Phế liệu đã bán,18.589.272.662,24.054.173.926,18589272662.0,24054173926.0
▪ Doanh thu khác,Tổng doanh thu > ▪ Doanh thu khác,▪ Doanh thu khác,10.885.652.642,20.079.963.204,10885652642.0,20079963204.0
,,,17.023.022.230.199,15.767.101.730.018,17023022230199.0,15767101730018.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
▪ Chiếu khấu thương mại,Các khoản giảm trừ > ▪ Chiếu khấu thương mại,▪ Chiếu khấu thương mại,10.698.500.760,-,10698500760.0,
▪ Giảm giá hàng bán,Các khoản giảm trừ > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,26.854.414.289,2.723.688.776,26854414289.0,2723688776.0
▪ Hàng bán bị trả lại,Các khoản giảm trừ > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,60.120.401.266,99.093.042.005,60120401266.0,99093042005.0
,,,97.673.316.315,101.816.730.781,97673316315.0,101816730781.0
Doanh thu thuần,Các khoản giảm trừ > Doanh thu thuần,Doanh thu thuần,16.925.348.913.884,15.665.284.999.237,16925348913884.0,15665284999237.0
