row_label_raw,row_label_full,col_0,Số suối năm,VND Sô đầu năm,numeric__Số suối năm,numeric__VND Sô đầu năm
Phải trả bên khác:,Phải trả bên khác:,Phải trả bên khác:,91.881.837.605,132.777.624.590,91881837605.0,132777624590.0
- Công ty Cổ phần Xây dựng Phước Thành,- Công ty Cổ phần Xây dựng Phước Thành,- Công ty Cổ phần Xây dựng Phước Thành,15.541.752.551,11.062.190.199,15541752551.0,11062190199.0
- Khác,- Khác,- Khác,76.340.085.054,121.715.434.391,76340085054.0,121715434391.0
Phải trả bên liên quan (Thuyết minh số 35),Phải trả bên liên quan (Thuyết minh số 35),Phải trả bên liên quan (Thuyết minh số 35),13.589.216.331,18.212.323.220,13589216331.0,18212323220.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,105.471.053.936,150.989.947.810,105471053936.0,150989947810.0
