row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
01,01,01,I. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn (bao gồmIợi thể thương mại)Dự phòng (hoàn nhập dự phòng)Lãi từ hoạt động đầu tưChi phí lãi vay,32,204.547.909.074,346.531.044.710,,32.0,204547909074.0,346531044710.0
01,01,01,I. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn (bao gồmIợi thể thương mại)Dự phòng (hoàn nhập dự phòng)Lãi từ hoạt động đầu tưChi phí lãi vay,32,44.588.600.4915.874.072.866(667.948.937.870)240.949.570.933,35.579.351.927(5.701.760.000)(309.993.152.225)147.246.982.259,,32.0,,
02,02,02,I. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn (bao gồmIợi thể thương mại)Dự phòng (hoàn nhập dự phòng)Lãi từ hoạt động đầu tưChi phí lãi vay,32,44.588.600.4915.874.072.866(667.948.937.870)240.949.570.933,35.579.351.927(5.701.760.000)(309.993.152.225)147.246.982.259,,32.0,,
03,03,03,I. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn (bao gồmIợi thể thương mại)Dự phòng (hoàn nhập dự phòng)Lãi từ hoạt động đầu tưChi phí lãi vay,32,44.588.600.4915.874.072.866(667.948.937.870)240.949.570.933,35.579.351.927(5.701.760.000)(309.993.152.225)147.246.982.259,,32.0,,
05,05,05,I. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn (bao gồmIợi thể thương mại)Dự phòng (hoàn nhập dự phòng)Lãi từ hoạt động đầu tưChi phí lãi vay,32,44.588.600.4915.874.072.866(667.948.937.870)240.949.570.933,35.579.351.927(5.701.760.000)(309.993.152.225)147.246.982.259,,32.0,,
06,06,06,I. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn (bao gồmIợi thể thương mại)Dự phòng (hoàn nhập dự phòng)Lãi từ hoạt động đầu tưChi phí lãi vay,32,44.588.600.4915.874.072.866(667.948.937.870)240.949.570.933,35.579.351.927(5.701.760.000)(309.993.152.225)147.246.982.259,,32.0,,
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinhdoanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tổn kho(Giảm) tăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế TNDN đã nộpTiền chi khác cho hoạt độngkinh doanh,21,(171.988.784.506)250.928.324.979850.775.797.225(245.909.516.560)(35.702.339.811)(230.652.495.362)(17.066.173.777)(11.722.068.762),213.662.466.671(271.926.582.629)(344.505.744.810)32.902.026.366(30.451.222.624)(130.741.555.431)(31.394.565.299)(14.162.764.511),,21.0,,
09,09,09,(Lỗ) lợi nhuận từ hoạt động kinhdoanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tổn kho(Giảm) tăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế TNDN đã nộpTiền chi khác cho hoạt độngkinh doanh,21,(171.988.784.506)250.928.324.979850.775.797.225(245.909.516.560)(35.702.339.811)(230.652.495.362)(17.066.173.777)(11.722.068.762),213.662.466.671(271.926.582.629)(344.505.744.810)32.902.026.366(30.451.222.624)(130.741.555.431)(31.394.565.299)(14.162.764.511),,21.0,,
10,10,10,(Lỗ) lợi nhuận từ hoạt động kinhdoanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tổn kho(Giảm) tăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế TNDN đã nộpTiền chi khác cho hoạt độngkinh doanh,21,(171.988.784.506)250.928.324.979850.775.797.225(245.909.516.560)(35.702.339.811)(230.652.495.362)(17.066.173.777)(11.722.068.762),213.662.466.671(271.926.582.629)(344.505.744.810)32.902.026.366(30.451.222.624)(130.741.555.431)(31.394.565.299)(14.162.764.511),,21.0,,
11,11,11,(Lỗ) lợi nhuận từ hoạt động kinhdoanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tổn kho(Giảm) tăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế TNDN đã nộpTiền chi khác cho hoạt độngkinh doanh,21,(171.988.784.506)250.928.324.979850.775.797.225(245.909.516.560)(35.702.339.811)(230.652.495.362)(17.066.173.777)(11.722.068.762),213.662.466.671(271.926.582.629)(344.505.744.810)32.902.026.366(30.451.222.624)(130.741.555.431)(31.394.565.299)(14.162.764.511),,21.0,,
12,12,12,(Lỗ) lợi nhuận từ hoạt động kinhdoanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tổn kho(Giảm) tăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế TNDN đã nộpTiền chi khác cho hoạt độngkinh doanh,21,(171.988.784.506)250.928.324.979850.775.797.225(245.909.516.560)(35.702.339.811)(230.652.495.362)(17.066.173.777)(11.722.068.762),213.662.466.671(271.926.582.629)(344.505.744.810)32.902.026.366(30.451.222.624)(130.741.555.431)(31.394.565.299)(14.162.764.511),,21.0,,
14,14,14,(Lỗ) lợi nhuận từ hoạt động kinhdoanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tổn kho(Giảm) tăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế TNDN đã nộpTiền chi khác cho hoạt độngkinh doanh,21,(171.988.784.506)250.928.324.979850.775.797.225(245.909.516.560)(35.702.339.811)(230.652.495.362)(17.066.173.777)(11.722.068.762),213.662.466.671(271.926.582.629)(344.505.744.810)32.902.026.366(30.451.222.624)(130.741.555.431)(31.394.565.299)(14.162.764.511),,21.0,,
15,15,15,(Lỗ) lợi nhuận từ hoạt động kinhdoanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tổn kho(Giảm) tăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế TNDN đã nộpTiền chi khác cho hoạt độngkinh doanh,21,(171.988.784.506)250.928.324.979850.775.797.225(245.909.516.560)(35.702.339.811)(230.652.495.362)(17.066.173.777)(11.722.068.762),213.662.466.671(271.926.582.629)(344.505.744.810)32.902.026.366(30.451.222.624)(130.741.555.431)(31.394.565.299)(14.162.764.511),,21.0,,
17,17,17,(Lỗ) lợi nhuận từ hoạt động kinhdoanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tổn kho(Giảm) tăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế TNDN đã nộpTiền chi khác cho hoạt độngkinh doanh,21,(171.988.784.506)250.928.324.979850.775.797.225(245.909.516.560)(35.702.339.811)(230.652.495.362)(17.066.173.777)(11.722.068.762),213.662.466.671(271.926.582.629)(344.505.744.810)32.902.026.366(30.451.222.624)(130.741.555.431)(31.394.565.299)(14.162.764.511),,21.0,,
20,20,20,Lưu chuyển tiền thuần từ (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chi đề mua sắm tài sảncó địnhTiền thu do thanh lý tài sảncó định và bất động sản đầu tưTiền chi cho vayTiền thu hồi cho vayTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi cho vay và cổ tức,388.662.743.426,(576.617.942.267),,,388662743426.0,-576617942267.0,
21,21,21,Lưu chuyển tiền thuần từ (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chi đề mua sắm tài sảncó địnhTiền thu do thanh lý tài sảncó định và bất động sản đầu tưTiền chi cho vayTiền thu hồi cho vayTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi cho vay và cổ tức,388.662.743.426,(576.617.942.267),,,388662743426.0,-576617942267.0,
22,22,22,Lưu chuyển tiền thuần từ (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chi đề mua sắm tài sảncó địnhTiền thu do thanh lý tài sảncó định và bất động sản đầu tưTiền chi cho vayTiền thu hồi cho vayTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi cho vay và cổ tức,388.662.743.426,(576.617.942.267),,,388662743426.0,-576617942267.0,
23,23,23,Lưu chuyển tiền thuần từ (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYẾN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chi đề mua sắm tài sảncó địnhTiền thu do thanh lý tài sảncó định và bất động sản đầu tưTiền chi cho vayTiền thu hồi cho vayTiền chi đầu tư góp vốn vào cácđơn vị khácTiền thu hồi đầu tư góp vốn vàođơn vị khácTiền thu lãi cho vay và cổ tức,388.662.743.426,(576.617.942.267),,,388662743426.0,-576617942267.0,
