row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HĐQT,Vay Ứng tiền,18.354.000.000,2.000.000.000,,,18354000000.0,2000000000.0
Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HĐQT,Vay Ứng tiền,5.143.527.319,400.000.000,,,5143527319.0,400000000.0
Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HĐQT,Hoàn trả gốc vay,1.855.154.762,-,,,1855154762.0,
Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HĐQT,Chi phí lãi vay,789.163.902,876.712,,,789163902.0,876712.0
Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HĐQT,Hoàn tạm ứng,493.527.319,-,,,493527319.0,
Ông Lâm Minh Châu,Ông Lâm Minh Châu,Ông Lâm Minh Châu,Trường TBKT đến ngày 29 tháng 6 năm 2020,Hoàn trả gốc vay Vay,3.111.729.812,-,,,3111729812.0,
Ông Lâm Minh Châu,Ông Lâm Minh Châu,Ông Lâm Minh Châu,Trường TBKT đến ngày 29 tháng 6 năm 2020,Hoàn trả gốc vay Vay,1.000.000.000,2.391.729.812,,,1000000000.0,2391729812.0
Ông Lâm Minh Châu,Ông Lâm Minh Châu,Ông Lâm Minh Châu,Trường TBKT đến ngày 29 tháng 6 năm 2020,Chi phí lãi vay,44.777.077,107.079.225,,,44777077.0,107079225.0
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Vay,510.000.000.000,-,,,510000000000.0,
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Hoàn trả gốc vay,510.000.000.000,-,,,510000000000.0,
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Góp vốn đầu tư,232.000.000.000,-,,,232000000000.0,
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Thu hồi cho vay,100.663.095.887,-,,,100663095887.0,
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Chi phí lãi vay,20.952.328.766,-,,,20952328766.0,
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Lãi cho vay,8.094.011.018,1.748.909.296,,,8094011018.0,1748909296.0
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Bán hàng hóa và dịch vụ,-,461.559.484,,,,461559484.0
Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty liên kết,Chi phí lãi vay,417.008.217,950.000.004,,,417008217.0,950000004.0
Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty liên kết,Trả nợ gốc vay,2.200.000.000,-,,,2200000000.0,
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Bên liên quan,Vay,-,800.000.000,,,,800000000.0
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Bên liên quan,Chi phí lãi vay,-,179.391.778,,,,179391778.0
Công ty Cổ phần Xuất nhập khẩu Bến Tre,Công ty Cổ phần Xuất nhập khẩu Bến Tre,Công ty Cổ phần Xuất nhập khẩu Bến Tre,Bên liên quan,Bán hàng hóa và dịch vụ,-,470.908.099,,,,470908099.0
Công ty Cổ phần Năng lượng Thành Thành Công,Công ty Cổ phần Năng lượng Thành Thành Công,Công ty Cổ phần Năng lượng Thành Thành Công,Công ty trong cùng Tập đoàn,Mua dịch vụ,1.812.000.000,-,,,1812000000.0,
Công ty Cổ phần Năng lượng Thành Thành Công,Công ty Cổ phần Năng lượng Thành Thành Công,Công ty Cổ phần Năng lượng Thành Thành Công,Công ty trong cùng Tập đoàn,Cung cấp dịch vụ,12.600.000,-,,,12600000.0,
Ông Đặng Hồng Anh,Ông Đặng Hồng Anh,Ông Đặng Hồng Anh,Cổ đông lớn,Tạm ứng,228.052.790,-,,,228052790.0,
Ông Đặng Hồng Anh,Ông Đặng Hồng Anh,Ông Đặng Hồng Anh,Cổ đông lớn,Hoàn tạm ứng,1.155.282.686,-,,,1155282686.0,
