row_label_raw,row_label_full,Số đầu năm,Năm nay > 231.696.098.665,VNDNăm trước > 226.227.734.540,numeric__Năm nay > 231.696.098.665,numeric__VNDNăm trước > 226.227.734.540
Tăng vốn bằng tiền,Tăng vốn bằng tiền,Tăng vốn bằng tiền,-,22.400.000.000,,22400000000.0
Tăng vốn do hợp nhất kinh doanh,Tăng vốn do hợp nhất kinh doanh,Tăng vốn do hợp nhất kinh doanh,-,8.384.865.593,,8384865593.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,5.607.385.113,3.725.766.159,5607385113.0,3725766159.0
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",-,(351.439.218),,-351439218.0
Cổ tức công bố và đã trả,Cổ tức công bố và đã trả,Cổ tức công bố và đã trả,(394.129.700),(1.500.000.000),-394129700.0,-1500000000.0
Thanh lý công ty con,Thanh lý công ty con,Thanh lý công ty con,-,(27.190.828.409),,-27190828409.0
Mua lại cổ phần của cổ đông không kiểm soát,Mua lại cổ phần của cổ đông không kiểm soát,Mua lại cổ phần của cổ đông không kiểm soát,(8.743.459.262),-,-8743459262.0,
Số cuối năm,Số cuối năm,Số cuối năm,228.165.894.816,231.696.098.665,228165894816.0,231696098665.0
