row_label_raw,row_label_full,Giá trị đầu tư > Số đầu năm > Tăng trong năm > Giảm trong năm > Số cuối năm,Năm nay > Giá trị đầu tư > 173.312.048.907 > 25.422.000.000 > (2.200.000.000) > 196.534.048.907,VNDNăm trước > Giá trị đầu tư > 627.415.493.044 > 68.600.000.000 > (522.703.444.137) > 173.312.048.907,numeric__Năm nay > Giá trị đầu tư > 173.312.048.907 > 25.422.000.000 > (2.200.000.000) > 196.534.048.907,numeric__VNDNăm trước > Giá trị đầu tư > 627.415.493.044 > 68.600.000.000 > (522.703.444.137) > 173.312.048.907
Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết,,
Số đầu năm,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết > Số đầu năm,Số đầu năm,(27.404.621.411),(24.606.343.085),-27404621411.0,-24606343085.0
(Lỗ) lợi nhuận từ các công ty liên kết,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết > (Lỗ) lợi nhuận từ các công ty liên kết,(Lỗ) lợi nhuận từ các công ty liên kết,(7.262.212.450),28.812.603.442,-7262212450.0,28812603442.0
Giảm trong năm,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết > Giảm trong năm,Giảm trong năm,(179.752.253),(29.148.481.768),-179752253.0,-29148481768.0
Cổ tức được chia trong năm,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết > Cổ tức được chia trong năm,Cổ tức được chia trong năm,(4.104.000.000),(2.462.400.000),-4104000000.0,-2462400000.0
Số cuối năm,Phần lũy kế lỗ sau khi đầu tư vào công ty liên kết > Số cuối năm,Số cuối năm,(38.950.586.114),(27.404.621.411),-38950586114.0,-27404621411.0
Giá trị đầu tư còn lại,Giá trị đầu tư còn lại,Giá trị đầu tư còn lại,Giá trị đầu tư còn lại,Giá trị đầu tư còn lại,,
Số đầu năm,Giá trị đầu tư còn lại > Số đầu năm,Số đầu năm,145.907.427.496,602.809.149.959,145907427496.0,602809149959.0
Số cuối năm,Giá trị đầu tư còn lại > Số cuối năm,Số cuối năm,157.583.462.793,145.907.427.496,157583462793.0,145907427496.0
