row_label_raw,row_label_full,Các bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu khách hàng ngắn hạn (tiếp theo),Phải thu khách hàng ngắn hạn (tiếp theo),Phải thu khách hàng ngắn hạn (tiếp theo),Phải thu khách hàng ngắn hạn (tiếp theo),Phải thu khách hàng ngắn hạn (tiếp theo),Phải thu khách hàng ngắn hạn (tiếp theo),Phải thu khách hàng ngắn hạn (tiếp theo),,,,
Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Phải thu khách hàng ngắn hạn (tiếp theo) > Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Đầu tư khác,Bán hàng hóa và dịch vụ,-,421.476.214,,,,421476214.0
Bà Huỳnh Thảo Linh,Phải thu khách hàng ngắn hạn (tiếp theo) > Bà Huỳnh Thảo Linh,Bà Huỳnh Thảo Linh,Bên liên quan,Bán hàng hóa và dịch vụ,-,142.275.135,,,,142275135.0
Công ty Cổ phần Đầu tư Thành Thành Công,Phải thu khách hàng ngắn hạn (tiếp theo) > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông lớn,Bán hàng hóa và dịch vụ,-,34.815.000,,,,34815000.0
Công ty Cổ phần Thành Thành Nam,Phải thu khách hàng ngắn hạn (tiếp theo) > Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty trong cùng Tập đoàn,Bán hàng hóa và dịch vụ,-,33.165.000,,,,33165000.0
Công ty Cổ phần Thành Thành Công – Biên Hòa,Phải thu khách hàng ngắn hạn (tiếp theo) > Công ty Cổ phần Thành Thành Công – Biên Hòa,Công ty Cổ phần Thành Thành Công – Biên Hòa,Công ty trong cùng Tập đoàn,Bán hàng hóa và dịch vụ,-,14.025.000,,,,14025000.0
Công ty Cổ phần Du lịch Thành Thành Công,Phải thu khách hàng ngắn hạn (tiếp theo) > Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty trong cùng Tập đoàn,Bán hàng hóa và dịch vụ,-,3.905.000,,,,3905000.0
,,,,,68.407.166.842,322.076.095.923,,,68407166842.0,322076095923.0
