row_label_raw,row_label_full,col_0,Số suối năm,VND Sõ đầu năm,numeric__Số suối năm,numeric__VND Sõ đầu năm
Phải trả bên khác,Phải trả bên khác,Phải trả bên khác,878.618.807.798,1.212.292.240.528,878618807798.0,1212292240528.0
- Công ty TNHH Lotte Land (i),- Công ty TNHH Lotte Land (i),- Công ty TNHH Lotte Land (i),358.512.000.000,-,358512000000.0,
- Khác (ii),- Khác (ii),- Khác (ii),520.106.807.798,1.212.292.240.528,520106807798.0,1212292240528.0
Phải trả bên liên quan (Thuyết minh số 35),Phải trả bên liên quan (Thuyết minh số 35),Phải trả bên liên quan (Thuyết minh số 35),10.835.000,19.002.583.642,10835000.0,19002583642.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,878.629.642.798,1.231.294.824.170,878629642798.0,1231294824170.0
