row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND
Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,70.033.739.172.711,64.965.356.115.511,200.0,,70033739172711.0,64965356115511.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,238.495.000.000,1.583.495.000.000,210.0,,238495000000.0,1583495000000.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,7,234.400.000.000,1.579.400.000.000,215.0,7.0,234400000000.0,1579400000000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,8.2,4.095.000.000,4.095.000.000,216.0,82.0,4095000000.0,4095000000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,89.971.855.877,121.652.852.641,220.0,,89971855877.0,121652852641.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,9,79.533.592.271,91.260.633.806,221.0,9.0,79533592271.0,91260633806.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,190.164.283.764,173.893.497.371,222.0,,190164283764.0,173893497371.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(110.630.691.493),(82.632.863.565),223.0,,-110630691493.0,-82632863565.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,10,10.438.263.606,30.392.218.835,227.0,10.0,10438263606.0,30392218835.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,30.402.518.840,49.560.433.840,228.0,,30402518840.0,49560433840.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(19.964.255.234),(19.168.215.005),229.0,,-19964255234.0,-19168215005.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,11,105.404.399.206,145.875.736.563,230.0,11.0,105404399206.0,145875736563.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,259.227.056.200,298.548.709.832,231.0,,259227056200.0,298548709832.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(153.822.656.994),(152.672.973.269),232.0,,-153822656994.0,-152672973269.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,878.040.000,-,240.0,,878040000.0,
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,878.040.000,-,242.0,,878040000.0,
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,12,69.595.845.000.000,63.096.545.000.000,250.0,12.0,69595845000000.0,63096545000000.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,69.595.845.000.000,63.095.845.000.000,251.0,,69595845000000.0,63095845000000.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,-,700.000.000,253.0,,,700000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,3.144.877.628,17.787.526.307,260.0,,3144877628.0,17787526307.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,13.2,3.144.877.628,17.787.526.307,261.0,132.0,3144877628.0,17787526307.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,71.986.602.087.986,73.621.358.897.903,270.0,,71986602087986.0,73621358897903.0
