row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2023 > Số phải thu VND > 425.650.100,1/1/2023 > Số phải nộp VND > 42.218.630,Số phát sinh trong năm > Số phải nộp/bù trừ trong năm VND > 2.105.536.901,Số phát sinh trong năm > Số đã nộp trong năm VND > (2.147.755.531),31/12/2023 > Số phải thu VND > 425.650.100,31/12/2023 > Số phải nộp VND > -,numeric__1/1/2023 > Số phải thu VND > 425.650.100,numeric__1/1/2023 > Số phải nộp VND > 42.218.630,numeric__Số phát sinh trong năm > Số phải nộp/bù trừ trong năm VND > 2.105.536.901,numeric__Số phát sinh trong năm > Số đã nộp trong năm VND > (2.147.755.531),numeric__31/12/2023 > Số phải thu VND > 425.650.100,numeric__31/12/2023 > Số phải nộp VND > -
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,254.819.135,11.753.811.294,(11.589.016.315),-,419.614.114,,254819135.0,11753811294.0,-11589016315.0,,419614114.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,721.459.702,-,18.435.979.141,(1.455.023.636),-,16.259.495.803,721459702.0,,18435979141.0,-1455023636.0,,16259495803.0
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,-,1.248.416.390,5.763.675.008,(7.012.091.398),-,-,,1248416390.0,5763675008.0,-7012091398.0,,
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,-,-,397.329.722,(397.329.722),-,-,,,397329722.0,-397329722.0,,
"Thuế, phí khác","Thuế, phí khác","Thuế, phí khác",-,-,39.256.363,(39.256.363),-,-,,,39256363.0,-39256363.0,,
,,,1.147.109.802,1.545.454.155,38.495.588.429,(22.640.472.965),425.650.100,16.679.109.917,1147109802.0,1545454155.0,38495588429.0,-22640472965.0,425650100.0,16679109917.0
