row_label_raw,row_label_full,STT,Tên công ty con,Trụ sở chính,Tỷ lệ phần sở hữu trực tiếp (%),Tỷ lệ quyền biểu quyết (%),Hoạt động chính,numeric__Tên công ty con,numeric__Trụ sở chính,numeric__Tỷ lệ phần sở hữu trực tiếp (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Hoạt động chính
5.,5.,5.,Công ty Cổ phần Thiết bị Đo điện EMIC (“EMIC”),Hà Nội,"90,00%","90,00%","Sản xuất, chế tạo, kinh doanh thiết bị đo điện",,,0.9,0.9,
6.,6.,6.,Công ty TNHH Phát điện GELEX (iii),Hà Nội,"100,00%","100,00%",Quản lý các dự án đầu tư trong lĩnh vực phát điện,,,1.0,1.0,
7.,7.,7.,Công ty Cổ phần Sản xuất Máy biển áp Truyền tái MEE (“MEE”),Hà Nội,"80,84%","80,84%","Sản xuất và kinh doanh máy biển áp, thiết bị điện",,,0.8084,0.8084,
8.,8.,8.,Công ty Cổ phần Mua bán điện GELEX (“GETC”)(iv),Hà Nội,"70,82%","70,82%",Phân phối điện,,,0.7081999999999999,0.7081999999999999,
9,9,9,Công ty TNHH GELEX Technology,Hà Nội,"51,00%","51,00%",Phát triển sản phẩm công nghệ cao,,,0.51,0.51,
