row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > VND,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,Số đầu năm > VND,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > VND,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > VND
Trái phiếu (i),Trái phiếu (i),Trái phiếu (i),880.953.796.923,(i),-,400.000.000.000,(i),-,880953796923.0,,,400000000000.0,,
Cổ phiếu (ii),Cổ phiếu (ii),Cổ phiếu (ii),6.544.684.992.140,7.352.575.947.200,(137.184.567.815),4.147.632.976.936,4.616.276.180.550,(23.975.524.800),6544684992140.0,7352575947200.0,-137184567815.0,4147632976936.0,4616276180550.0,-23975524800.0
- Cổ phiếu Ngân hàng TMCP Xuất nhập khẩu Việt Nam,- Cổ phiếu Ngân hàng TMCP Xuất nhập khẩu Việt Nam,- Cổ phiếu Ngân hàng TMCP Xuất nhập khẩu Việt Nam,3.297.452.415.944,3.981.487.717.800,-,3.297.452.415.944,3.607.639.105.800,-,3297452415944.0,3981487717800.0,,3297452415944.0,3607639105800.0,
- Cổ phiếu Công ty Cổ phần Chứng khoán VPBank,- Cổ phiếu Công ty Cổ phần Chứng khoán VPBank,- Cổ phiếu Công ty Cổ phần Chứng khoán VPBank,1.839.417.167.200,1.747.409.360.400,(92.007.806.800),-,-,-,1839417167200.0,1747409360400.0,-92007806800.0,,,
- Cổ phiếu Khác,- Cổ phiếu Khác,- Cổ phiếu Khác,1.407.815.408.996,1.623.678.869.000,(45.176.761.015),850.180.560.992,1.008.637.074.750,(23.975.524.800),1407815408996.0,1623678869000.0,-45176761015.0,850180560992.0,1008637074750.0,-23975524800.0
,,,7.425.638.789.063,,(137.184.567.815),4.547.632.976.936,,(23.975.524.800),7425638789063.0,,-137184567815.0,4547632976936.0,,-23975524800.0
