row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thiết bị điện,"Sản xuất, kinh doanh năng lượng và nước sạch","Bán và cho thuê bất động sản, hạ tầng khu công nghiệp, kinh doanh khách sạn",Sản xuất và kinh doanh vật liệu xây dựng,Khác,Tổng cộng,numeric__Sản xuất và kinh doanh thiết bị điện,"numeric__Sản xuất, kinh doanh năng lượng và nước sạch","numeric__Bán và cho thuê bất động sản, hạ tầng khu công nghiệp, kinh doanh khách sạn",numeric__Sản xuất và kinh doanh vật liệu xây dựng,numeric__Khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,7.266.409.489.362,5.276.974.176.916,15.224.180.225.730,8.272.709.864.351,18.239.114.507,36.058.512.870.866,7266409489362.0,5276974176916.0,15224180225730.0,8272709864351.0,18239114507.0,36058512870866.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,,17.723.805.347.956,,,,,,17723805347956.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,,53.782.318.218.822,,,,,,53782318218822.0
Công nợ bộ phận,Công nợ bộ phận,Công nợ bộ phận,9.198.008.191.668,4.036.900.190.491,9.900.524.063.303,5.441.220.298.226,17.184.133.601,28.593.836.877.289,9198008191668.0,4036900190491.0,9900524063303.0,5441220298226.0,17184133601.0,28593836877289.0
Công nợ không phân bổ,Công nợ không phân bổ,Công nợ không phân bổ,,,,,,1.930.520.804.587,,,,,,1930520804587.0
Tổng công nợ,Tổng công nợ,Tổng công nợ,,,,,,30.524.357.681.876,,,,,,30524357681876.0
