row_label_raw,row_label_full,STT,Tên công ty,Trụ sở chính,Tỷ lệ phần sở hữu trực tiếp (%),Tỷ lệ quyền biểu quyết (%),Hoạt động chính,numeric__Tên công ty,numeric__Trụ sở chính,numeric__Tỷ lệ phần sở hữu trực tiếp (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Hoạt động chính
1.,1.,1.,Công ty Cổ phần Hạ tầng GELEX (“Hạ tầng GELEX”) (i),"Số 52 Lê Đại Hành, Hai Bà Trưng, Hà Nội","79,10%","79,10%","Quản lý các khoản đầu tư trong lĩnh vực hạ tầng, bất động sản, nước sạch",,,0.7909999999999999,0.7909999999999999,
2.,2.,2.,Công ty Cổ phần Điện lực GELEX (“GELEX Electric”) (ii),"Số 52 Lê Đại Hành, Hai Bà Trưng, Hà Nội","75,95%","75,95%",Sản xuất kinh doanh và quản lý các khoản đầu tư trong lĩnh vực sản xuất công nghiệp (chủ yếu là công nghiệp điện),,,0.7595000000000001,0.7595000000000001,
3.,3.,3.,Công ty TNHH Đầu tư GELEX (“Đầu tư GELEX”),"Tầng 8, Số 52 Lê Đại Hành, Hai Bà Trưng, Hà Nội","100,00%","100,00%",Hoạt động tư vấn đầu tư,,,1.0,1.0,
