row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,1.052.227.700.000,84.031.600.000,,31.0,1052227700000.0,84031600000.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,38.751.366.184.674,26.855.704.705.799,,33.0,38751366184674.0,26855704705799.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(28.322.218.400.919),(27.136.265.415.448),,34.0,-28322218400919.0,-27136265415448.0
4.,III. > 4.,4.,Tiền trả nợ gốc thuê tài chính,35,(75.524.130.779),(68.564.302.363),,35.0,-75524130779.0,-68564302363.0
5.,III. > 5.,5.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(2.356.843.595.174),(521.805.682.107),,36.0,-2356843595174.0,-521805682107.0
,,,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,40,9.049.007.757.802,(786.899.094.119),,40.0,9049007757802.0,-786899094119.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,4.578.489.871.305,755.745.865.380,,50.0,4578489871305.0,755745865380.0
,,,Tiền và tương đương tiền đầu năm,60,4.074.201.905.889,3.312.661.845.659,,60.0,4074201905889.0,3312661845659.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,6.849.765.588,5.794.194.850,,61.0,6849765588.0,5794194850.0
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,8.659.541.542.782,4.074.201.905.889,,70.0,8659541542782.0,4074201905889.0
