row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,04 - 50,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",02 - 26,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,02 - 17,
Thiết bị quản lý,Thiết bị quản lý,Thiết bị quản lý,02 - 10,
Tài sản khác,Tài sản khác,Tài sản khác,03 - 10,
