row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thiết bị điện,"Sản xuất, kinh doanh năng lượng và nước sạch","Bán và cho thuê bất động sản, hạ tầng khu công nghiệp, kinh doanh khách sạn",Sản xuất và kinh doanh vật liệu xây dựng,Khác,Tổng cộng,numeric__Sản xuất và kinh doanh thiết bị điện,"numeric__Sản xuất, kinh doanh năng lượng và nước sạch","numeric__Bán và cho thuê bất động sản, hạ tầng khu công nghiệp, kinh doanh khách sạn",numeric__Sản xuất và kinh doanh vật liệu xây dựng,numeric__Khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,9.547.598.100.492,5.588.843.309.466,20.135.350.678.540,8.626.493.690.868,23.233.158.616,43.921.518.937.982,9547598100492.0,5588843309466.0,20135350678540.0,8626493690868.0,23233158616.0,43921518937982.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,,,29.671.071.965.685,,,,,,29671071965685.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,,73.592.590.903.667,,,,,,73592590903667.0
Công nợ bộ phận,Công nợ bộ phận,Công nợ bộ phận,11.899.710.253.858,3.980.822.432.792,18.982.482.789.739,5.724.652.610.854,23.453.324.704,40.611.121.411.947,11899710253858.0,3980822432792.0,18982482789739.0,5724652610854.0,23453324704.0,40611121411947.0
Công nợ không phân bổ,Công nợ không phân bổ,Công nợ không phân bổ,,,,,,2.807.864.318.158,,,,,,2807864318158.0
Tổng công nợ,Tổng công nợ,Tổng công nợ,,,,,,43.418.985.730.105,,,,,,43418985730105.0
