row_label_raw,row_label_full,col_0,Giá trị hợp lý xác định tại ngày mua,numeric__Giá trị hợp lý xác định tại ngày mua
Tài sản,Tài sản,Tài sản,VND,
Giế trị hợp lý của khoản đầu tư nằm giữ trước ngày nằm quyền kiểm soát,Tài sản > Giế trị hợp lý của khoản đầu tư nằm giữ trước ngày nằm quyền kiểm soát,Giế trị hợp lý của khoản đầu tư nằm giữ trước ngày nằm quyền kiểm soát,170.955.200.395,170955200395.0
Thông tin lưu chuyển tiền tệ từ việc mua hợp nhất công ty con,Thông tin lưu chuyển tiền tệ từ việc mua hợp nhất công ty con,Thông tin lưu chuyển tiền tệ từ việc mua hợp nhất công ty con,,
Tiền thu về từ công ty con,Thông tin lưu chuyển tiền tệ từ việc mua hợp nhất công ty con > Tiền thu về từ công ty con,Tiền thu về từ công ty con,134.152.241.257,134152241257.0
Tiền chỉ mua Công ty con,Thông tin lưu chuyển tiền tệ từ việc mua hợp nhất công ty con > Tiền chỉ mua Công ty con,Tiền chỉ mua Công ty con,(310.589.000.000),-310589000000.0
Lưu chuyển tiền thuần từ nghiệp vụ mua Công ty con,Thông tin lưu chuyển tiền tệ từ việc mua hợp nhất công ty con > Lưu chuyển tiền thuần từ nghiệp vụ mua Công ty con,Lưu chuyển tiền thuần từ nghiệp vụ mua Công ty con,(176.436.758.743),-176436758743.0
