row_label_raw,row_label_full,Công ty,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,11 công ty,7 công ty,,
Hoạt động kinh doanh bị lỗ,Hoạt động kinh doanh bị lỗ,Hoạt động kinh doanh bị lỗ,7 công ty,9 công ty,,
Đang trong giai đoạn đầu tư,Đang trong giai đoạn đầu tư,Đang trong giai đoạn đầu tư,-,-,,
Đang trong quá trình giải thể,Đang trong quá trình giải thể,Đang trong quá trình giải thể,1 công ty,-,,
