row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND > Số có khả năng trả nợ,Số đầu năm > VND > Tăng do hợp nhất kinh doanh,Số đầu năm > Tăng do hợp nhất kinh doanh,Trong năm > Tăng,Trong năm > Giảm,Trong năm > VND > Giảm do thoái vốn công ty con,Số cuối năm > VND > Giá trị,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND > Số có khả năng trả nợ,numeric__Số đầu năm > VND > Tăng do hợp nhất kinh doanh,numeric__Số đầu năm > Tăng do hợp nhất kinh doanh,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Trong năm > VND > Giảm do thoái vốn công ty con,numeric__Số cuối năm > VND > Giá trị
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,7.145.743.255.892,7.145.743.255.892,30.000.000.000,34.535.291.618.626,32.166.946.488.432,-,9.544.088.386.086,9.544.088.386.086,7145743255892.0,7145743255892.0,30000000000.0,34535291618626.0,32166946488432.0,,9544088386086.0,9544088386086.0
Vay ngắn hàng (i),Vay ngắn hàng (i),Vay ngắn hàng (i),7.039.459.141.420,7.039.459.141.420,30.000.000.000,28.392.294.810.645,26.446.990.405.561,-,9.014.763.546.504,9.014.763.546.504,7039459141420.0,7039459141420.0,30000000000.0,28392294810645.0,26446990405561.0,,9014763546504.0,9014763546504.0
Vay đổi tượng khác,Vay đổi tượng khác,Vay đổi tượng khác,106.284.114.472,106.284.114.472,-,6.142.996.807.981,5.719.956.082.871,-,529.324.839.582,529.324.839.582,106284114472.0,106284114472.0,,6142996807981.0,5719956082871.0,,529324839582.0,529324839582.0
Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,1.093.320.564.827,1.093.320.564.827,-,2.875.555.385.234,1.266.808.271.831,77.785.000.000,2.624.282.678.230,2.624.282.678.230,1093320564827.0,1093320564827.0,,2875555385234.0,1266808271831.0,77785000000.0,2624282678230.0,2624282678230.0
Vay dài hạn và nợ thuê tài chính dài hạn đến hạn trả,Vay dài hạn và nợ thuê tài chính dài hạn đến hạn trả,Vay dài hạn và nợ thuê tài chính dài hạn đến hạn trả,1.093.320.564.827,1.093.320.564.827,-,2.875.555.385.234,1.266.808.271.831,77.785.000.000,2.624.282.678.230,2.624.282.678.230,1093320564827.0,1093320564827.0,,2875555385234.0,1266808271831.0,77785000000.0,2624282678230.0,2624282678230.0
,,,8.239.063.820.719,8.239.063.820.719,30.000.000.000,37.410.847.003.860,33.433.754.760.263,77.785.000.000,12.168.371.064.316,12.168.371.064.316,8239063820719.0,8239063820719.0,30000000000.0,37410847003860.0,33433754760263.0,77785000000.0,12168371064316.0,12168371064316.0
