row_label_raw,row_label_full,STT,Tên công ty con,Trụ sở chính,Tỷ lệ phần sở hữu (%),Tỷ lệ quyền biểu quyết (%),Hoạt động chính,numeric__Tên công ty con,numeric__Trụ sở chính,numeric__Tỷ lệ phần sở hữu (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Hoạt động chính
1.,1.,1.,"Công ty TNHH G&F Residence (""G&F"")",Thành phố Hồ Chí Minh,"100,00%","100,00%",Hoạt động tư vấn quản lý,,,1.0,1.0,
1.1,1.1,1.1,Công ty Cổ phần Xuất nhập khẩu Vật liệu Kim Trang (*),Hải Phòng,"69,00%","69,00%",Kinh doanh bất động sản,,,0.69,0.69,
2.,2.,2.,"Công ty TNHH FPMS (""FPMS"")",Thành phố Hồ Chí Minh,"100,00%","100,00%",Hoạt động tư vấn quản lý,,,1.0,1.0,
