row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 2.624.282.678.230 > 5.104.214.090.130 > 7.146.176.515.470 > 4.417.999.224.251,Số đầu nămVND > 1.093.320.564.827 > 1.590.954.569.278 > 4.725.716.447.549 > 1.989.910.242.473,numeric__Số cuối nămVND > 2.624.282.678.230 > 5.104.214.090.130 > 7.146.176.515.470 > 4.417.999.224.251,numeric__Số đầu nămVND > 1.093.320.564.827 > 1.590.954.569.278 > 4.725.716.447.549 > 1.989.910.242.473
,,,19.292.672.508.081,9.399.901.824.127,19292672508081.0,9399901824127.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,2.624.282.678.230,1.093.320.564.827,2624282678230.0,1093320564827.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,16.668.389.829.851,8.306.581.259.300,16668389829851.0,8306581259300.0
