row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (trình bày lại)
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,414.539.839.097,78.379.164.487,,,414539839097.0,78379164487.0
02,02,02,Khẩu hao/khẩu trừ tài sản cố định và bất động sản đầu tư,,9.835.789.745,37.713.247,,,9835789745.0,37713247.0
04,04,04,Lỗ chênh lệch tỷ giá hồi đoái,24,21.500.000.000,5.702.754.008,,24.0,21500000000.0,5702754008.0
05,05,05,Lãi từ hoạt động đầu tư,29,(1.123.429.843.237),(1.273.713.056.322),,29.0,-1123429843237.0,-1273713056322.0
06,06,06,Chi phí lãi vay,24,1.108.357.025.175,1.182.858.000.368,,24.0,1108357025175.0,1182858000368.0
08,08,08,Lợi nhuận/(lỗ) từ hoạt động kinh doanh trước thay đổi vốn lưu động,,430.802.810.780,(6.735.424.212),,,430802810780.0,-6735424212.0
09,09,09,Tăng các khoản phải thu,,(78.614.157.557),(11.238.918.375),,,-78614157557.0,-11238918375.0
10,10,10,Giảm hàng tồn kho,,1.793.375.842.121,-,,,1793375842121.0,
11,11,11,"(Giảm)/tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(506.173.171.528),10.644.298.024,,,-506173171528.0,10644298024.0
12,12,12,Tăng chi phí trả trước,,(15.097.494.281),(14.318.034.290),,,-15097494281.0,-14318034290.0
14,14,14,Tiền lãi vay đã trả,,(1.151.464.801.614),(1.017.539.014.024),,,-1151464801614.0,-1017539014024.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,26.1,(9.538.786.075),(13.901.176.976),,261.0,-9538786075.0,-13901176976.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,-,(6.600.435.684),,,,-6600435684.0
20,20,20,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,463.290.241.846,(1.059.688.705.537),,,463290241846.0,-1059688705537.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",29,(1.181.929.438.072),(2.536.941.795.421),,29.0,-1181929438072.0,-2536941795421.0
22,22,22,"Tiền thu được từ thanh lý, nhượng bán tài sản cố định",,60.304.251,-,,,60304251.0,
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(5.296.827.190.275),(7.145.968.583.683),,,-5296827190275.0,-7145968583683.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,3.686.962.859.602,2.773.012.500.000,,,3686962859602.0,2773012500000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,29,(4.356.952.244.005),(3.171.788.068.372),,29.0,-4356952244005.0,-3171788068372.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,29,611.402.496.515,5.543.138.127.777,,29.0,611402496515.0,5543138127777.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,525.364.534.873,1.093.930.389.060,,,525364534873.0,1093930389060.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(6.011.918.677.111),(3.444.617.430.639),,,-6011918677111.0,-3444617430639.0
