row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,16.063.084.380.184,10.128.766.719.552,,,16063084380184.0,10128766719552.0
310,310,310,I. Nợ ngắn hạn,,3.857.730.387.341,1.835.170.886.218,,,3857730387341.0,1835170886218.0
311,311,311,1. Phải trả người bán ngắn hạn,16.1,142.131.626.184,2.712.218.060,,161.0,142131626184.0,2712218060.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16.2,1.214.609.440.612,-,,162.0,1214609440612.0,
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,404.371.798.147,1.641.832.050,,17.0,404371798147.0,1641832050.0
314,314,314,4. Phải trả người lao động,,94.765.520,2.404.000,,,94765520.0,2404000.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,793.404.067.832,202.279.245.490,,18.0,793404067832.0,202279245490.0
319,319,319,6. Phải trả ngắn hạn khác,19,1.258.118.689.046,1.628.535.186.618,,19.0,1258118689046.0,1628535186618.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,20.1,45.000.000.000,-,,201.0,45000000000.0,
330,330,330,II. Nợ dài hạn,,12.205.353.992.843,8.293.595.833.334,,,12205353992843.0,8293595833334.0
337,337,337,1. Phải trả dài hạn khác,19,59.770.659.510,-,,19.0,59770659510.0,
338,338,338,2. Vay và nợ thuê tài chính dài hạn,20.2,12.145.583.333.333,8.293.595.833.334,,202.0,12145583333333.0,8293595833334.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,13.809.320.173.760,11.744.745.701.019,,,13809320173760.0,11744745701019.0
410,410,410,I. Vốn chủ sở hữu,21,13.809.320.173.760,11.744.745.701.019,,21.0,13809320173760.0,11744745701019.0
411,411,411,1. Vốn cổ phần đã phát hành,,14.172.245.470.000,12.010.580.000.000,,,14172245470000.0,12010580000000.0
411a,411a,411a,- Cổ phần phổ thông có quyền biểu quyết,,8.246.919.920.000,8.237.821.920.000,,,8246919920000.0,8237821920000.0
411b,411b,411b,- Cổ phần ưu đãi,,5.925.325.550.000,3.772.758.080.000,,,5925325550000.0,3772758080000.0
412,412,412,2. Thặng dư vốn cổ phần,,98.197.697.689,71.256.000.000,,,98197697689.0,71256000000.0
421,421,421,3. Lỗ lũy kể,,(461.122.993.929),(337.090.298.981),,,-461122993929.0,-337090298981.0
421a,421a,421a,- Lỗ lũy kể đến cuối kỳ trước,,(337.090.298.981),(88.616.548.322),,,-337090298981.0,-88616548322.0
421b,421b,421b,- Lỗ lũy kể kỳ này,,(124.032.694.948),(248.473.750.659),,,-124032694948.0,-248473750659.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,29.872.404.553.944,21.873.512.420.571,,,29872404553944.0,21873512420571.0
