row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ biểu quyết (%)(*),Tỷ lệ lợi ích (%)(*),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tỷ lệ biểu quyết (%)(*),numeric__Tỷ lệ lợi ích (%)(*),numeric__Trụ sở chính,numeric__Hoạt động chính
1,1,1,"Công ty TNHH Vincom Retail Miền Bắc (1) (""Công ty Vincom Retail Miền Bắc"")","100,00","100,00","Số 72A, Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, TP Hà Nội",Cho thuê mặt bằng bán lẻ và kinh doanh bất động sản,,100.0,100.0,,
2,2,2,"Công ty TNHH Vincom Retail Miền Nam (2) (""Công ty Vincom Retail Miền Nam"")","100,00","100,00","72 Lê Thánh Tôn và 45A Lý Tự Trọng, Phường Bến Nghé, Quận 1, TPHCM",Cho thuê mặt bằng bán lẻ,,100.0,100.0,,
3,3,3,"Công ty TNHH Riverview Complex Đà Nẵng (""Công ty Riverview Đà Nẵng"")","97,11","97,11","Đường Ngô Quyền, phường An Hải Bắc, quận Sơn Trà, thành phố Đà Nẵng",Cho thuê mặt bằng bán lẻ,,97.11,97.11,,
4,4,4,"Công ty TNHH Metropolis (""Công ty Metropolis"")","100,00","100,00","72 Lê Thánh Tôn, phường Bến Nghé, Quận 1, thành phố Hồ Chí Minh",Đầu tư dự án bất động sản,,100.0,100.0,,
5,5,5,"Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa (""Công ty Suối Hoa"")","88,00","88,00","Km1 + 200, Đường Trần Hưng Đạo, Phường Suối Hoa, Thành phố Bắc Ninh, Tỉnh Bắc Ninh","Đầu tư, xây dựng và kinh doanh bất động sản",,88.0,88.0,,
6,6,6,"Công ty Cổ phần Thương Mại Dịch vụ Vin Tây (""Công ty Vin Tây"")","95,00","95,00","14, Nguyễn Trãi, phường An Hội, quận Ninh Kiều, thành phố Cần Thơ, Việt Nam",Cho thuê mặt bằng bán lẻ,,95.0,95.0,,
