row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Phí quản lý phải thu,Phí quản lý phải thu đã thu,Hàng hóa và dịch vụ phải trả (Bao gồm phí quản lý),Hàng hóa và dịch vụ đã trả (Bao gồm phí quản lý),Phải thu khác/ Đã trả khác,Phải trả khác/ Đã thu khác,numeric__Mối quan hệ,numeric__Phí quản lý phải thu,numeric__Phí quản lý phải thu đã thu,numeric__Hàng hóa và dịch vụ phải trả (Bao gồm phí quản lý),numeric__Hàng hóa và dịch vụ đã trả (Bao gồm phí quản lý),numeric__Phải thu khác/ Đã trả khác,numeric__Phải trả khác/ Đã thu khác
Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Công ty mẹ,-,-,(41.106.121.828),39.834.491.229,523.415.377.437,(523.415.377.437),,,,-41106121828.0,39834491229.0,523415377437.0,-523415377437.0
Công ty Vincom Center Bà Triệu,Công ty Vincom Center Bà Triệu,Công ty Vincom Center Bà Triệu,Công ty con,25.694.236.988,(25.596.963.551),-,-,-,-,,25694236988.0,-25596963551.0,,,,
Công ty VMM Royal City,Công ty VMM Royal City,Công ty VMM Royal City,Công ty con,42.510.537.324,(37.376.343.495),-,-,-,-,,42510537324.0,-37376343495.0,,,,
Công ty Vincom Center B TP HCM,Công ty Vincom Center B TP HCM,Công ty Vincom Center B TP HCM,Công ty con,30.591.675.051,(27.171.431.864),-,-,-,-,,30591675051.0,-27171431864.0,,,,
Công ty VMM Times City,Công ty VMM Times City,Công ty VMM Times City,Công ty con,22.045.841.504,(21.348.207.755),-,-,-,-,,22045841504.0,-21348207755.0,,,,
