row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Phí quản lý và hoa hồng phải thu,Phí quản lý và hoa hồng phải thu đã thu,Hàng hóa và dịch vụ phải trả (Bao gồm phí quản lý),Hàng hóa và dịch vụ đã trả (Bao gồm phí quản lý),Tiền thu từ quản lý dòng tiền tập trung phải trả,Tiền chỉ từ quản lý dòng tiền tập trung,numeric__Mối quan hệ,numeric__Phí quản lý và hoa hồng phải thu,numeric__Phí quản lý và hoa hồng phải thu đã thu,numeric__Hàng hóa và dịch vụ phải trả (Bao gồm phí quản lý),numeric__Hàng hóa và dịch vụ đã trả (Bao gồm phí quản lý),numeric__Tiền thu từ quản lý dòng tiền tập trung phải trả,numeric__Tiền chỉ từ quản lý dòng tiền tập trung
Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Công ty mẹ,-,-,(91.162.535.459),54.501.869.885,-,-,,,,-91162535459.0,54501869885.0,,
Công ty Vincom Retail Miền Bắc,Công ty Vincom Retail Miền Bắc,Công ty Vincom Retail Miền Bắc,Công ty con,130.807.031.786,(97.739.392.147),-,-,(146.425.299.610),111.988.155.181,,130807031786.0,-97739392147.0,,,-146425299610.0,111988155181.0
Công ty Vincom Retail Miền Nam,Công ty Vincom Retail Miền Nam,Công ty Vincom Retail Miền Nam,Công ty con,48.668.531.629,(47.053.610.649),-,-,(498.389.461.351),471.298.455.278,,48668531629.0,-47053610649.0,,,-498389461351.0,471298455278.0
Công ty Metropolis,Công ty Metropolis,Công ty Metropolis,Công ty con,4.545.790.573,(4.321.214.520),-,-,(152.375.447.278),141.965.317.401,,4545790573.0,-4321214520.0,,,-152375447278.0,141965317401.0
Công ty Riverview Đà Nẵng,Công ty Riverview Đà Nẵng,Công ty Riverview Đà Nẵng,Công ty con,6.013.186.081,(6.013.186.081),-,-,(138.909.697.298),113.414.606.410,,6013186081.0,-6013186081.0,,,-138909697298.0,113414606410.0
Công ty Vin Tây,Công ty Vin Tây,Công ty Vin Tây,Công ty con,2.788.244.144,(159.727.973),-,-,(52.516.132.915),47.218.843.994,,2788244144.0,-159727973.0,,,-52516132915.0,47218843994.0
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty trong cùng Tập đoàn,-,-,(1.244.925.965.307),1.684.140.688.027,-,-,,,,-1244925965307.0,1684140688027.0,,
