row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,169.890.687.413,1.314.302.678,169890687413.0,1314302678.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,9.725.000.000,-,9725000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,179.615.687.413,1.314.302.678,179615687413.0,1314302678.0
