row_label_raw,row_label_full,Trả trước cho bên liên quan (Thuyết minh số 27),Đơn vị tính:VND > Số cuối năm > 439.214.722.720,Đơn vị tính:VND > Số đầu năm > -,numeric__Đơn vị tính:VND > Số cuối năm > 439.214.722.720,numeric__Đơn vị tính:VND > Số đầu năm > -
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,7.063.502.831,2.332.316.360,7063502831.0,2332316360.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,446.278.225.551,2.332.316.360,446278225551.0,2332316360.0
Dự phòng trả trước cho người bán ngắn hạn khóđời,Dự phòng trả trước cho người bán ngắn hạn khóđời,Dự phòng trả trước cho người bán ngắn hạn khóđời,-,-,,
