row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,23.915.009.072.062,17.138.207.207.999,,,23915009072062.0,17138207207999.0
210,210,210,I. Các khoản phải thu dài hạn,,5.780.977.190.275,3.113.600.000.000,,,5780977190275.0,3113600000000.0
215,215,215,1. Phải thu về cho vay dài hạn,27,5.780.977.190.275,3.113.600.000.000,,27.0,5780977190275.0,3113600000000.0
220,220,220,II. Tài sản cố định,,11.953.233.054,108.635.493,,,11953233054.0,108635493.0
221,221,221,1. Tài sản cố định hữu hình,,506.147.427,29.406.318,,,506147427.0,29406318.0
222,222,222,Nguyên giá,,546.186.837,46.027.273,,,546186837.0,46027273.0
223,223,223,Giá trị hao mòn lũy kế,,(40.039.410),(16.620.955),,,-40039410.0,-16620955.0
227,227,227,2. Tài sản cố định vô hình,,11.447.085.627,79.229.175,,,11447085627.0,79229175.0
228,228,228,Nguyên giá,,13.222.660.379,106.750.000,,,13222660379.0,106750000.0
229,229,229,Giá trị hao mòn lũy kế,,(1.775.574.752),(27.520.825),,,-1775574752.0,-27520825.0
230,230,230,III. Bất động sản đầu tư,12,2.384.029.530.834,-,,12.0,2384029530834.0,
231,231,231,1. Nguyên giá,,2.392.192.860.925,-,,,2392192860925.0,
232,232,232,2. Giá trị hao mòn lũy kế,,(8.163.330.091),-,,,-8163330091.0,
240,240,240,IV. Tài sản dở dang dài hạn,14,42.487.503.190,109.515.291.921,,14.0,42487503190.0,109515291921.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,42.487.503.190,109.515.291.921,,,42487503190.0,109515291921.0
250,250,250,V. Đầu tư tài chính dài hạn,15,14.154.763.780.987,11.443.505.299.197,,15.0,14154763780987.0,11443505299197.0
251,251,251,1. Đầu tư vào công ty con,,10.843.374.892.100,8.132.116.410.310,,,10843374892100.0,8132116410310.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,3.311.388.888.887,3.311.388.888.887,,,3311388888887.0,3311388888887.0
260,260,260,VI. Tài sản dài hạn khác,,1.540.797.833.722,2.471.477.981.388,,,1540797833722.0,2471477981388.0
261,261,261,1. Chi phí trả trước dài hạn,10,40.797.833.722,14.148.427.888,,10.0,40797833722.0,14148427888.0
268,268,268,2. Tài sản dài hạn khác,11,1.500.000.000.000,2.457.329.553.500,,11.0,1500000000000.0,2457329553500.0
270,270,270,TỔNG CỘNG TÀI SẢN,,29.872.404.553.944,21.873.512.420.571,,,29872404553944.0,21873512420571.0
