row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,3.112.978.219.684,110.735.845.576,,221.0,3112978219684.0,110735845576.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,-,-,,221.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,3.112.978.219.684,110.735.845.576,,221.0,3112978219684.0,110735845576.0
11,11,11,4. Giá vốn hàng bán và cung cấp dịch vụ,23,(2.647.959.785.714),(110.735.845.576),,23.0,-2647959785714.0,-110735845576.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,465.018.433.970,-,,,465018433970.0,
21,21,21,6. Doanh thu hoạt động tài chính,22.2,1.124.469.538.986,1.273.716.577.322,,222.0,1124469538986.0,1273716577322.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,24,(1.130.909.706.562) (1.081.295.525.176),(1.195.476.166.755) (1.168.294.667.036),,24.0,,
25,25,25,8. Chi phí bán hàng,,(41.214.783.089),-,,,-41214783089.0,
26,26,26,9. Chi phí quản lý doanh nghiệp,,(6.157.108.477),-,,,-6157108477.0,
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,411.206.374.828,78.240.410.567,,,411206374828.0,78240410567.0
31,31,31,11. Thu nhập khác,,3.427.454.411,523.962.579,,,3427454411.0,523962579.0
32,32,32,12. Chi phí khác,,(93.990.142),(385.208.659),,,-93990142.0,-385208659.0
40,40,40,13. Lợi nhuận khác,,3.333.464.269,138.753.920,,,3333464269.0,138753920.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,414.539.839.097,78.379.164.487,,,414539839097.0,78379164487.0
51,51,51,15. Chi phí thuế TNDN hiện hành,26.1,(88.902.430.449),-,,261.0,-88902430449.0,
60,60,60,16. Lợi nhuận sau thuế TNDN,,325.637.408.648,78.379.164.487,,,325637408648.0,78379164487.0
