row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,5.957.395.481.882,4.735.305.212.572,,,5957395481882.0,4735305212572.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,179.615.687.413,1.314.302.678,,5.0,179615687413.0,1314302678.0
111,111,111,1. Tiền,,169.890.687.413,1.314.302.678,,,169890687413.0,1314302678.0
112,112,112,2. Các khoản tương đương tiền,,9.725.000.000,-,,,9725000000.0,
130,130,130,II. Các khoản phải thu ngắn hạn,,2.691.863.998.092,3.967.911.081.768,,,2691863998092.0,3967911081768.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,213.696.398.580,13.683.897.081,,61.0,213696398580.0,13683897081.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,446.278.225.551,2.332.316.360,,62.0,446278225551.0,2332316360.0
135,135,135,3. Phải thu về cho vay ngắn hạn,27,944.000.000.000,3.726.541.677.433,,27.0,944000000000.0,3726541677433.0
136,136,136,4. Phải thu ngắn hạn khác,7,1.087.889.373.961,225.353.190.894,,7.0,1087889373961.0,225353190894.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,-,-,,,,
140,137 > 140,140,III. Hàng tồn kho,9,1.393.748.020.716,-,,9.0,1393748020716.0,
141,137 > 141,141,1. Hàng tồn kho,,1.393.748.020.716,-,,,1393748020716.0,
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,-,-,,,,
150,149 > 150,150,IV. Tài sản ngắn hạn khác,,1.692.167.775.661,766.079.828.126,,,1692167775661.0,766079828126.0
151,149 > 151,151,1. Chi phí trả trước ngắn hạn,10,139.930.282.783,21.093.985.113,,10.0,139930282783.0,21093985113.0
152,149 > 152,152,2. Thuế GTGT được khấu trừ,,-,227.755.911,,,,227755911.0
153,149 > 153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,11.747.078.078,9.796.285.359,,17.0,11747078078.0,9796285359.0
155,149 > 155,155,4. Tài sản ngắn hạn khác,11,1.540.490.414.800,734.961.801.743,,11.0,1540490414800.0,734961801743.0
