row_label_raw,row_label_full,Credit Suisse,Cổ đông,Lãi vay trả trước,5.166.831.300,6.013.829.358,numeric__Cổ đông,numeric__Lãi vay trả trước,numeric__5.166.831.300,numeric__6.013.829.358
Warburg Pincus,Warburg Pincus,Warburg Pincus,Cổ đông,Lãi vay trả trước,15.500.493.901,18.041.488.075,,,15500493901.0,18041488075.0
,,,,,20.667.325.201,24.055.317.433,,,20667325201.0,24055317433.0
