row_label_raw,row_label_full,Bên liên quan > Phải thu khác(Thuyết minh số 7),Mối quan hệ > Phải thu khác(Thuyết minh số 7),Nội dung > Phải thu khác(Thuyết minh số 7),Số đầu năm > Phải thu khác(Thuyết minh số 7),Đơn vị tính: VND > Phải thu khác(Thuyết minh số 7),numeric__Mối quan hệ > Phải thu khác(Thuyết minh số 7),numeric__Nội dung > Phải thu khác(Thuyết minh số 7),numeric__Số đầu năm > Phải thu khác(Thuyết minh số 7),numeric__Đơn vị tính: VND > Phải thu khác(Thuyết minh số 7)
Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Công ty mẹ,Chi hộ phải thuLãi vay phải thuPhải thu quản lýdòng tiền tập trung,245.656.259100.282.949.305,207.940.592150.455.176.487,,,2.4565625910028295e+20,2.079405921504552e+20
Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Công ty mẹ,Chi hộ phải thuLãi vay phải thuPhải thu quản lýdòng tiền tập trung,245.656.259100.282.949.305,207.940.592150.455.176.487,,,2.4565625910028295e+20,2.079405921504552e+20
Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Công ty mẹ,Chi hộ phải thuLãi vay phải thuPhải thu quản lýdòng tiền tập trung,245.656.259100.282.949.305,207.940.592150.455.176.487,,,2.4565625910028295e+20,2.079405921504552e+20
Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Công ty mẹ,Chi hộ phải thuLãi vay phải thuPhải thu quản lýdòng tiền tập trung,245.656.259100.282.949.305,207.940.592150.455.176.487,,,2.4565625910028295e+20,2.079405921504552e+20
Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Công ty mẹ,Chi hộ phải thuLãi vay phải thuPhải thu quản lýdòng tiền tập trung,245.656.259100.282.949.305,207.940.592150.455.176.487,,,2.4565625910028295e+20,2.079405921504552e+20
Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Tập đoàn Vingroup- Công ty CP,Công ty mẹ,Chi hộ phải thuLãi vay phải thuPhải thu quản lýdòng tiền tập trung,245.656.259100.282.949.305,207.940.592150.455.176.487,,,2.4565625910028295e+20,2.079405921504552e+20
Công ty BDSViettronics,Công ty BDSViettronics,Công ty BDSViettronics,Công ty con,Chi hộ phải thuLãi vay phải thu,20.041.88423.787.340.479,-,,,2.0041884237873405e+18,
Công ty BDSViettronics,Công ty BDSViettronics,Công ty BDSViettronics,Công ty con,Chi hộ phải thuLãi vay phải thu,20.041.88423.787.340.479,-,,,2.0041884237873405e+18,
Công ty BDSViettronics,Công ty BDSViettronics,Công ty BDSViettronics,Công ty con,Chi hộ phải thuLãi vay phải thu,20.041.88423.787.340.479,-,,,2.0041884237873405e+18,
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty VincomRetail Miền Bắc,Công ty con,Lãi vay phải thuCổ tức phải thuChi hộ phải thuPhải thu thanh lýkhoản đầu tư,46.025.917.48233.700.000.000200.000,179.362.194.4526.272.133.385,,,4.6025917482337e+27,1.7936219445262722e+21
