row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước(trình bày lại),numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước(trình bày lại)
Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,Vốn đầu tư đã góp của chủ sở hữu,,
Số đầu năm,Vốn đầu tư đã góp của chủ sở hữu > Số đầu năm,Số đầu năm,12.010.580.000.000,9.303.800.000.000,12010580000000.0,9303800000000.0
Vốn góp tăng trong năm,Vốn đầu tư đã góp của chủ sở hữu > Vốn góp tăng trong năm,Vốn góp tăng trong năm,2.161.665.470.000,2.706.780.000.000,2161665470000.0,2706780000000.0
Số cuối năm,Vốn đầu tư đã góp của chủ sở hữu > Số cuối năm,Số cuối năm,14.172.245.470.000,12.010.580.000.000,14172245470000.0,12010580000000.0
"Cổ tức, lợi nhuận đã chia và đã chi trả","Vốn đầu tư đã góp của chủ sở hữu > Cổ tức, lợi nhuận đã chia và đã chi trả","Cổ tức, lợi nhuận đã chia và đã chi trả",449.670.103.593,326.852.915.149,449670103593.0,326852915149.0
