row_label_raw,row_label_full,Mã số,Khoản mục,col_2,Đã được trình bày trước đây,Trình bày lại,Được trình bày lại,numeric__Khoản mục,numeric__col_2,numeric__Đã được trình bày trước đây,numeric__Trình bày lại,numeric__Được trình bày lại
,,,Đầu tư tài chính ngắn hạn,(1),3.726.541.677.433,(3.726.541.677.433),(**),,-1.0,3726541677433.0,-3726541677433.0,
135,135,135,Phải thu về cho vay ngắn hạn,(1),(*),3.726.541.677.433,3.726.541.677.433,,-1.0,,3726541677433.0,3726541677433.0
155,155,155,Tài sản ngắn hạn khác,(2),556.433.769.017,178.528.032.726,734.961.801.743,,-2.0,556433769017.0,178528032726.0,734961801743.0
421,421,421,Lỗ lũy kế,(2),(515.618.331.707),178.528.032.726,(337.090.298.981),,-2.0,-515618331707.0,178528032726.0,-337090298981.0
215,215,215,Phải thu về cho vay dài hạn,(3),(*),3.113.600.000.000,3.113.600.000.000,,-3.0,,3113600000000.0,3113600000000.0
,,,Đầu tư tài chính dài hạn,(3),3.113.600.000.000,(3.113.600.000.000),(**),,-3.0,3113600000000.0,-3113600000000.0,
261,261,261,Chi phí trả trước dài hạn,(4),34.594.261.221,(20.445.833.333),14.148.427.888,,-4.0,34594261221.0,-20445833333.0,14148427888.0
,,,Vay và nợ thuê tài chính dài hạn,(4),8.314.041.666.667,(20.445.833.333),8.293.595.833.334,,-4.0,8314041666667.0,-20445833333.0,8293595833334.0
338,338,338,,,,,,,,,,
,,,Chi phí xây dựng cơ bản đở dang,(5),7.765.291.921,101.750.000.000,109.515.291.921,,-5.0,7765291921.0,101750000000.0,109515291921.0
268,338 > 268,268,Tài sản dài hạn khác,(5),2.559.079.553.500,(101.750.000.000),2.457.329.553.500,,-5.0,2559079553500.0,-101750000000.0,2457329553500.0
315,338 > 315,315,Chi phí phải trả ngắn hạn,(6),(*),202.279.245.490,202.279.245.490,,-6.0,,202279245490.0,202279245490.0
,,,Chi phí phải trả,(6),202.279.245.490,(202.279.245.490),(**),,-6.0,202279245490.0,-202279245490.0,
