row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Đi vay,Đi vay đã trả,Lãi vay phải trả,Lãi vay đã trả/trả trước,Cổ tức phải thu,Cổ tức đã thu,numeric__Mối quan hệ,numeric__Đi vay,numeric__Đi vay đã trả,numeric__Lãi vay phải trả,numeric__Lãi vay đã trả/trả trước,numeric__Cổ tức phải thu,numeric__Cổ tức đã thu
Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Công ty mẹ,(4.922.000.000.000),1.600.000.000.000,(761.910.715.712),336.205.520.892,-,-,,-4922000000000.0,1600000000000.0,-761910715712.0,336205520892.0,,
Công ty BDS Viettronics,Công ty BDS Viettronics,Công ty BDS Viettronics,Công ty con,(258.000.000.000),258.000.000.000,(1.849.750.001),1.849.750.001,-,-,,-258000000000.0,258000000000.0,-1849750001.0,1849750001.0,,
Công ty Vincom Center Bà Triệu,Công ty Vincom Center Bà Triệu,Công ty Vincom Center Bà Triệu,Công ty con,(30.000.000.000),30.000.000.000,(1.608.249.999),1.608.249.999,-,(33.700.000.000),,-30000000000.0,30000000000.0,-1608249999.0,1608249999.0,,-33700000000.0
Công ty VMM Times City,Công ty VMM Times City,Công ty VMM Times City,,(90.000.000.000),90.000.000.000,(367.500.000),367.500.000,-,-,,-90000000000.0,90000000000.0,-367500000.0,367500000.0,,
Công ty BDS Hải Phòng,Công ty BDS Hải Phòng,Công ty BDS Hải Phòng,Công ty con,(297.000.000.000),297.000.000.000,-,-,-,-,,-297000000000.0,297000000000.0,,,,
Warburg Pincus,Warburg Pincus,Warburg Pincus,Cổ đông,-,-,(28.638.750.000),28.638.750.000,-,-,,,,-28638750000.0,28638750000.0,,
