row_label_raw,row_label_full,Các bên liên quan khác,Các bên liên quan khác_1,Các bên liên quan khác_2,numeric__Các bên liên quan khác_1,numeric__Các bên liên quan khác_2
Tổng Công ty Đầu Việt Nam - CTCP,Tổng Công ty Đầu Việt Nam - CTCP,Tổng Công ty Đầu Việt Nam - CTCP,18.655.891.973,-,18655891973.0,
Tổng Công ty Tư vấn Thiết kế Đầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Đầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Đầu khí - CTCP,13.403.350.368,163.204.776.065,13403350368.0,163204776065.0
,,,32.059.242.341,163.204.776.065,32059242341.0,163204776065.0
