row_label_raw,row_label_full,Phải thu góp vốn theo BCC (Thuyết minh 35(b)) (*),2022 > Giá trị VND > 8.769.866.992,2022 > Dự phòng VND > -,2021 > Giá trị VND > 38.918.859.247,2021 > Dự phòng VND > -,numeric__2022 > Giá trị VND > 8.769.866.992,numeric__2022 > Dự phòng VND > -,numeric__2021 > Giá trị VND > 38.918.859.247,numeric__2021 > Dự phòng VND > -
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",72.533.052.000,-,72.584.052.000,-,72533052000.0,,72584052000.0,
,,,81.302.918.992,-,111.502.911.247,-,81302918992.0,,111502911247.0,
