row_label_raw,row_label_full,col_0,col_1,Tại ngày1.1.2022VND,TăngVND,GiảmVND,Vay dài hạnđến hạn trảVND,Đánh giá lạiVND,Tại ngày31.12.2022VND,numeric__col_1,numeric__Tại ngày1.1.2022VND,numeric__TăngVND,numeric__GiảmVND,numeric__Vay dài hạnđến hạn trảVND,numeric__Đánh giá lạiVND,numeric__Tại ngày31.12.2022VND
(a),(a),(a),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,,
(a),(a) > (a),(a),Vay ngân hàng dài hạnđến hạn trả,475.440.000.000,-,(490.518.000.000),22.496.858.992,15.078.000.000,22.496.858.992,,475440000000.0,,-490518000000.0,22496858992.0,15078000000.0,22496858992.0
(b),(b),(b),Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,,,
(b),(b) > (b),(b),Vay ngân hàng,7.505.900.592.677,1.227.035.729.001,(2.838.618.727.490),(22.496.858.992),118.315.449.693,5.990.136.184.889,,7505900592677.0,1227035729001.0,-2838618727490.0,-22496858992.0,118315449693.0,5990136184889.0
Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,Chi tiết số dư các khoản vay dài hạn cuối năm như sau:,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
,,,,Tại ngày 31.12.2022VND,Mục đích vay,Kỳ hạn trả gốc,Kỳ hạn trả gốc,Lãi suất(/năm),Tải sản thế chấp,,,,,,,
